,id,name,genre_google,artist,genre_wiki,genre_merge
4928,8866,Red House Painters,,red house painters,"['indie rock', 'folk rock', 'slowcore', 'alternative rock']","['indie rock', 'folk rock', 'slowcore', 'alternative rock']"
4929,8867,Blueboy,"['alternative/indie', 'r&b/soul', 'hip-hop/rap', 'pop']",blueboy,,"['alternative/indie', 'r&b/soul', 'hip-hop/rap', 'pop']"
4930,8868,I Am Robot and Proud,"['electronic dance music', 'dance/electronic']",i am robot and proud,['indietronica'],"['electronic dance music', 'dance/electronic', 'indietronica']"
4931,8871,The Postmarks,,the postmarks,"['pop music', 'indie pop']","['pop music', 'indie pop']"
4932,8873,Matchbook Romance,,matchbook romance,['emo'],['emo']
4933,8876,Last Winter,"['horror', 'thriller', 'psychological thriller']",last winter,,"['horror', 'thriller', 'psychological thriller']"
4934,8878,Moulin Rouge,"['musical', 'romance', 'comedy', 'jukebox musical', 'drama']",moulin rouge,,"['musical', 'romance', 'comedy', 'jukebox musical', 'drama']"
4935,8881,Solution .45,"['progressive metal', 'rock']",solution .45,"['alternative metal', 'power metal', 'melodic death metal', 'progressive metal']","['progressive metal', 'rock', 'alternative metal', 'power metal', 'melodic death metal', 'progressive metal']"
4936,8883,Pezet,,pezet,['hip hop music'],['hip hop music']
4937,8884,Madina Lake,,madina lake,"['electronic rock', 'alternative rock', 'emo pop', 'post-hardcore']","['electronic rock', 'alternative rock', 'emo pop', 'post-hardcore']"
4938,8891,BRITNEY & MADONNA,"['pop', 'dance/electronic']",britney & madonna,,"['pop', 'dance/electronic']"
4939,8892,DJ Magic,"['hip-hop/rap', 'dance/electronic']",dj magic,,"['hip-hop/rap', 'dance/electronic']"
4940,8895,John Marks,"['classical', 'christian']",john marks,,"['classical', 'christian']"
4941,8896,C-Bool,,c-bool,"['dance music', 'electro house', 'house music']","['dance music', 'electro house', 'house music']"
4942,8903,Pretty Soldier Sailormoon Series,"['anime', 'magical girl', 'drama', 'animation', 'adventure', 'action fiction']",pretty soldier sailormoon series,,"['anime', 'magical girl', 'drama', 'animation', 'adventure', 'action fiction']"
4943,8904,Dog Fashion Disco,"['progressive metal', 'groove metal', 'rock', 'metal']",dog fashion disco,"['groove metal', 'avant-garde metal', 'progressive metal']","['progressive metal', 'groove metal', 'rock', 'metal', 'groove metal', 'avant-garde metal', 'progressive metal']"
4944,8906,Polkadot Cadaver,,polkadot cadaver,"['experimental rock', 'avant-garde metal', 'alternative metal']","['experimental rock', 'avant-garde metal', 'alternative metal']"
4945,8907,Motograter,"['groove metal', 'rock']",motograter,"['metalcore', 'rap metal', 'experimental rock', 'industrial metal', 'nu metal']","['groove metal', 'rock', 'metalcore', 'rap metal', 'experimental rock', 'industrial metal', 'nu metal']"
4946,8909,Pitch Black Forecast,"['death metal', 'groove metal']",pitch black forecast,['heavy metal music'],"['death metal', 'groove metal', 'heavy metal music']"
4947,8910,Electric Six,,electric six,"['alternative rock', 'comedy rock', 'funk rock', 'dance-punk']","['alternative rock', 'comedy rock', 'funk rock', 'dance-punk']"
4948,8911,The Alter Boys,,the alter boys,"['funk rock', 'avant-garde metal', 'experimental rock']","['funk rock', 'avant-garde metal', 'experimental rock']"
4949,8912,Crossbreed,"['alternative/indie', 'hip-hop/rap', 'reggae', 'metal']",crossbreed,,"['alternative/indie', 'hip-hop/rap', 'reggae', 'metal']"
4950,8913,El-Creepo!,"['acoustic music', 'experimental rock']",el-creepo!,,"['acoustic music', 'experimental rock']"
4951,8916,Jonathan Davis,"['rock', 'jazz']",jonathan davis,"['alternative rock', 'nu metal', 'industrial metal', 'alternative metal', 'heavy metal music']","['rock', 'jazz', 'alternative rock', 'nu metal', 'industrial metal', 'alternative metal', 'heavy metal music']"
4952,8920,Moanaa,"[""children's film"", 'animation', 'adventure', 'action', 'musical', 'comedy', 'fantasy']",moanaa,,"['""childrens film""', 'animation', 'adventure', 'action', 'musical', 'comedy', 'fantasy']"
4953,8921,Youth of Today,,youth of today,['hardcore punk'],['hardcore punk']
4954,8925,The Wonder Years,"['alternative/indie', 'pop']",the wonder years,,"['alternative/indie', 'pop']"
4955,8930,Earth Crisis,,earth crisis,"['heavy hardcore', 'hardcore punk', 'metalcore']","['heavy hardcore', 'hardcore punk', 'metalcore']"
4956,8931,Cruel Hand,,cruel hand,['hardcore punk'],['hardcore punk']
4957,8933,Lemuria,"['rock', 'metal']",lemuria,,"['rock', 'metal']"
4958,8934,Screeching Weasel,,screeching weasel,"['pop punk', 'punk rock', 'hardcore punk']","['pop punk', 'punk rock', 'hardcore punk']"
4959,8936,Sam & Dave,"['r&b/soul', 'pop']",sam & dave,"['soul music', 'southern soul', 'rock and roll', 'rhythm & blues']","['r&b/soul', 'pop', 'soul music', 'southern soul', 'rock and roll', 'rhythm & blues']"
4960,8937,Carry On,"['novel', 'young adult fiction', 'fantasy fiction', 'high fantasy', 'urban fantasy']",carry on,,"['novel', 'young adult fiction', 'fantasy fiction', 'high fantasy', 'urban fantasy']"
4961,8945,Minor Threat,,minor threat,['hardcore punk'],['hardcore punk']
4962,8947,Death Before Dishonor,"['alternative/indie', 'hip-hop/rap']",death before dishonor,,"['alternative/indie', 'hip-hop/rap']"
4963,8951,Ceremony,"['novel', 'western fiction', 'speculative fiction']",ceremony,,"['novel', 'western fiction', 'speculative fiction']"
4964,8953,ShamRain,"['metal', 'rock']",shamrain,"['atmospheric rock', 'dark rock']","['metal', 'rock', 'atmospheric rock', 'dark rock']"
4965,8954,Estatic Fear,,estatic fear,"['doom metal', 'folk metal', 'gothic black metal', 'symphonic metal']","['doom metal', 'folk metal', 'gothic black metal', 'symphonic metal']"
4966,8957,AaRON,,aaron,"['alternative rock', 'electronic rock', 'indie pop']","['alternative rock', 'electronic rock', 'indie pop']"
4967,8960,Eisblume,"['dance/electronic', 'pop']",eisblume,"['pop rock', 'rock music', 'darkwave', 'dark rock']","['dance/electronic', 'pop', 'pop rock', 'rock music', 'darkwave', 'dark rock']"
4968,8961,Nasser Cheshmazar,"['classical', 'pop']",nasser cheshmazar,,"['classical', 'pop']"
4969,8964,O-HUM,,o-hum,['iranian rock'],['iranian rock']
4970,8967,Rebbecca,"['crime novel', 'gothic fiction', 'mystery', 'romance novel']",rebbecca,,"['crime novel', 'gothic fiction', 'mystery', 'romance novel']"
4971,8968,Rebecca,"['crime novel', 'gothic fiction', 'mystery', 'romance novel']",rebecca,,"['crime novel', 'gothic fiction', 'mystery', 'romance novel']"
4972,8975,Bobby Womack,,bobby womack,"['soul music', 'funk', 'jazz', 'rhythm and blues', 'gospel music', 'rock and roll', 'soul blues', 'rock music', 'doo-wop']","['soul music', 'funk', 'jazz', 'rhythm and blues', 'gospel music', 'rock and roll', 'soul blues', 'rock music', 'doo-wop']"
4973,8976,Melissa Manchester,,melissa manchester,"['pop music', 'adult contemporary']","['pop music', 'adult contemporary']"
4974,8977,Raul Midón,"['r&b/soul', 'jazz']",raul midón,,"['r&b/soul', 'jazz']"
4975,8979,Rufus,"['dance/electronic', 'pop']",rufus,,"['dance/electronic', 'pop']"
4976,8982,Timbaland Featuring Justin Timberlake & Nelly Furtado,"['hip-hop/rap', 'dance/electronic']",timbaland featuring justin timberlake & nelly furtado,,"['hip-hop/rap', 'dance/electronic']"
4977,8983,Randy Crawford,,randy crawford,"['rhythm and blues', 'smooth jazz', 'jazz', 'disco']","['rhythm and blues', 'smooth jazz', 'jazz', 'disco']"
4978,8990,Jayne Mansfield,"['country music', 'pop']",jayne mansfield,,"['country music', 'pop']"
4979,8991,Boyz II Men,,boyz ii men,"['new jack swing', 'contemporary r&b', 'soul music']","['new jack swing', 'contemporary r&b', 'soul music']"
4980,8993,Cameo,"['r&b/soul', 'hip-hop/rap', 'pop']",cameo,,"['r&b/soul', 'hip-hop/rap', 'pop']"
4981,8994,Loverboy,"['alternative/indie', 'r&b/soul', 'hip-hop/rap', 'pop']",loverboy,"['rock music', 'synth-rock', 'hard rock']","['alternative/indie', 'r&b/soul', 'hip-hop/rap', 'pop', 'rock music', 'synth-rock', 'hard rock']"
4982,8996,Wa Wa Nee,,wa wa nee,"['synthpop', 'pop rock', 'new wave music', 'funk']","['synthpop', 'pop rock', 'new wave music', 'funk']"
4983,8997,Jill Jones,"['dance/electronic', 'pop']",jill jones,['rhythm and blues'],"['dance/electronic', 'pop', 'rhythm and blues']"
4984,8998,Kool & The Gang,,kool & the gang,"['funk', 'soul music', 'disco', 'jazz', 'rhythm and blues']","['funk', 'soul music', 'disco', 'jazz', 'rhythm and blues']"
4985,9002,Meg,"['action', 'horror', 'science fiction', 'thriller', 'adventure', 'fantasy']",meg,,"['action', 'horror', 'science fiction', 'thriller', 'adventure', 'fantasy']"
4986,9007,Anoraak,,anoraak,"['synthpop', 'indie dance', 'italo disco', 'nu-disco', 'dream pop', 'synthwave (2000s genre)']","['synthpop', 'indie dance', 'italo disco', 'nu-disco', 'dream pop', 'synthwave (2000s genre)']"
4987,9008,Breakbot,,breakbot,"['electro house', 'disco house', 'boogie (genre)', 'nu-disco', 'french house', 'electro-funk', 'synthpop']","['electro house', 'disco house', 'boogie (genre)', 'nu-disco', 'french house', 'electro-funk', 'synthpop']"
4988,9010,Grum,,grum,"['synthwave', 'progressive house', 'house music', 'tech house', 'trance music']","['synthwave', 'progressive house', 'house music', 'tech house', 'trance music']"
4989,9011,Filthy Dukes,,filthy dukes,"['electronic rock', 'synthpop']","['electronic rock', 'synthpop']"
4990,9012,Music Go Music,,music go music,['pop rock'],['pop rock']
4991,9015,Preslava,,preslava,"['rock music', 'chalga', 'pop music', 'dance music']","['rock music', 'chalga', 'pop music', 'dance music']"
4992,9021,Hera Björk,,hera björk,"['musical theatre', 'soul music', 'jazz music', 'pop music']","['musical theatre', 'soul music', 'jazz music', 'pop music']"
4993,9024,Sofia Rotaru,"['pop', 'dance/electronic']",sofia rotaru,,"['pop', 'dance/electronic']"
4994,9028,Army of Lovers,,army of lovers,"['europop', 'dance-pop']","['europop', 'dance-pop']"
4995,9030,Mad'House,,mad'house,"['house music', 'eurodance', 'hi-nrg']","['house music', 'eurodance', 'hi-nrg']"
4996,9031,Urban Symphony,,urban symphony,"['electronic music', 'crossover music', 'pop music']","['electronic music', 'crossover music', 'pop music']"
4997,9037,Baccara,"['pop', 'dance/electronic']",baccara,['pop music'],"['pop', 'dance/electronic', 'pop music']"
4998,9038,Krzysztof Krawczyk,"['pop', 'country music', 'dance/electronic']",krzysztof krawczyk,,"['pop', 'country music', 'dance/electronic']"
4999,9043,Irfan,"['dance/electronic', 'pop']",irfan,,"['dance/electronic', 'pop']"
5000,9045,Bandista,,bandista,"['dub music', 'world fusion', 'protest song', 'ska']","['dub music', 'world fusion', 'protest song', 'ska']"
5001,9046,Visa,"['rock', 'hip-hop/rap']",visa,,"['rock', 'hip-hop/rap']"
5002,9048,Lhasa de Sela,,lhasa de sela,"['world music', 'folk music']","['world music', 'folk music']"
5003,9056,Aziza Mustafa Zadeh,,aziza mustafa zadeh,"['jazz', 'jazz fusion']","['jazz', 'jazz fusion']"
5004,9064,Mor Karbasi,,mor karbasi,"['world music', 'sephardic music']","['world music', 'sephardic music']"
5005,9067,Alamut,"['novel', 'historical fiction']",alamut,,"['novel', 'historical fiction']"
5006,9070,Cécile Corbel,,cécile corbel,"['celtic music', 'world music']","['celtic music', 'world music']"
5007,9073,Shezar,"['r&b/soul', 'dance/electronic']",shezar,,"['r&b/soul', 'dance/electronic']"
5008,9076,Yavuz Çetin,,yavuz çetin,"['blues', 'hard rock', 'blues rock', 'rock music', 'psychedelic rock']","['blues', 'hard rock', 'blues rock', 'rock music', 'psychedelic rock']"
5009,9077,Ojos de Brujo,,ojos de brujo,"['flamenco', 'world music', 'nuevo flamenco', 'hip hop music', 'flamenco rumba']","['flamenco', 'world music', 'nuevo flamenco', 'hip hop music', 'flamenco rumba']"
5010,9082,Thriving Ivory,,thriving ivory,"['indie rock', 'pop rock']","['indie rock', 'pop rock']"
5011,9083,Jackson Waters,,jackson waters,"['christian rock', 'alternative rock', 'southern rock']","['christian rock', 'alternative rock', 'southern rock']"
5012,9084,Tyler Hilton,,tyler hilton,"['indie rock', 'folk music']","['indie rock', 'folk music']"
5013,9086,NEEDTOBREATHE,,needtobreathe,"['country rock', 'christian rock', 'indie rock', 'southern rock', 'alternative rock']","['country rock', 'christian rock', 'indie rock', 'southern rock', 'alternative rock']"
5014,9088,Cocco,"['hip-hop/rap', 'j-pop', 'cocco']",cocco,"['folk music', 'alternative rock', 'grunge', 'j-pop']","['hip-hop/rap', 'j-pop', 'cocco', 'folk music', 'alternative rock', 'grunge', 'j-pop']"
5015,9091,Lia,"['j-pop', 'trance music', 'techno', 'happy hardcore', 'new age']",lia,,"['j-pop', 'trance music', 'techno', 'happy hardcore', 'new age']"
5016,9098,day after tomorrow,"['disaster', 'action', 'science fiction', 'thriller', 'adventure']",day after tomorrow,,"['disaster', 'action', 'science fiction', 'thriller', 'adventure']"
5017,9100,FictionJunction YUUKA,,fictionjunction yuuka,['pop music'],['pop music']
5018,9102,Suara,"['classical', 'new age']",suara,,"['classical', 'new age']"
5019,9103,BeForU,,beforu,"['rock music', 'trance music', 'pop music']","['rock music', 'trance music', 'pop music']"
5020,9104,GARNET CROW,,garnet crow,['pop rock'],['pop rock']
5021,9108,Sowelu,,sowelu,"['contemporary r&b', 'pop music']","['contemporary r&b', 'pop music']"
5022,9117,Themselves,,themselves,['hip hop music'],['hip hop music']
5023,9118,Eyedea & Abilities,,eyedea & abilities,['hip hop music'],['hip hop music']
5024,9126,Eyedea,,eyedea,"['rap rock', 'hip hop music', 'alternative hip hop']","['rap rock', 'hip hop music', 'alternative hip hop']"
5025,9128,Magrudergrind,,magrudergrind,"['grindcore', 'powerviolence']","['grindcore', 'powerviolence']"
5026,9129,Cannabis Corpse,"['death metal', 'metal']",cannabis corpse,['death metal'],"['death metal', 'metal', 'death metal']"
5027,9133,Catupecu Machu,,catupecu machu,"['experimental rock', 'alternative metal', 'industrial rock', 'funk rock', 'pop rock', 'alternative rock', 'rock en español', 'argentine rock']","['experimental rock', 'alternative metal', 'industrial rock', 'funk rock', 'pop rock', 'alternative rock', 'rock en español', 'argentine rock']"
5028,9134,Tanghetto,"['dance/electronic', 'pop']",tanghetto,"['electronic music', 'tango music', 'jazz fusion', 'world music']","['dance/electronic', 'pop', 'electronic music', 'tango music', 'jazz fusion', 'world music']"
5029,9135,Bad Lieutenant,"['drama', 'thriller', 'crime film', 'indie film']",bad lieutenant,,"['drama', 'thriller', 'crime film', 'indie film']"
5030,9137,Odd Nordstoga,,odd nordstoga,['folk music'],['folk music']
5031,9141,Android Lust,,android lust,"['electro-industrial', 'industrial rock']","['electro-industrial', 'industrial rock']"
5032,9142,Solace,"['r&b/soul', 'dance/electronic']",solace,,"['r&b/soul', 'dance/electronic']"
5033,9144,Switchblade Symphony,"['electronic dance music', 'dance/electronic', 'rock']",switchblade symphony,"['dark wave', 'alternative rock', 'symphonic rock', 'gothic rock', 'trip hop', 'electronica', 'industrial rock']","['electronic dance music', 'dance/electronic', 'rock', 'dark wave', 'alternative rock', 'symphonic rock', 'gothic rock', 'trip hop', 'electronica', 'industrial rock']"
5034,9147,And Also the Trees,,and also the trees,"['post-punk', 'gothic rock']","['post-punk', 'gothic rock']"
5035,9151,The Vanishing,"['horror', 'drama', 'thriller', 'crime film', 'psychological thriller', 'mystery']",the vanishing,,"['horror', 'drama', 'thriller', 'crime film', 'psychological thriller', 'mystery']"
5036,9153,Victor & Léo,"['country music', 'sertanejo']",victor & léo,,"['country music', 'sertanejo']"
5037,9156,Libra,"['novel', 'historical fiction', 'biographical fiction']",libra,,"['novel', 'historical fiction', 'biographical fiction']"
5038,9157,Nicole Natalino,"['pop music', 'pop rock']",nicole natalino,"['pop rock', 'pop music']","['pop music', 'pop rock', 'pop rock', 'pop music']"
5039,9162,Kenna,"['electronic dance music', 'dance/electronic', 'hip-hop/rap', 'pop']",kenna,"['electronica', 'alternative rock']","['electronic dance music', 'dance/electronic', 'hip-hop/rap', 'pop', 'electronica', 'alternative rock']"
5040,9164,Ao Cubo,"['hip-hop/rap', 'gospel']",ao cubo,,"['hip-hop/rap', 'gospel']"
5041,9167,Leandro Lopes,,leandro lopes,['axé music'],['axé music']
5042,9170,Só Pra Contrariar,,só pra contrariar,"['pagode', 'common samba', 'samba canção', 'samba-reggae']","['pagode', 'common samba', 'samba canção', 'samba-reggae']"
5043,9175,Salaam-E-Ishq,"['romance', 'comedy', 'drama', 'romantic comedy', 'musical', 'comedy music', 'musical drama']",salaam-e-ishq,,"['romance', 'comedy', 'drama', 'romantic comedy', 'musical', 'comedy music', 'musical drama']"
5044,9183,El Canto del Loco,,el canto del loco,"['pop punk', 'pop rock', 'rock music', 'power pop']","['pop punk', 'pop rock', 'rock music', 'power pop']"
5045,9185,Resgate,"['action', 'drama', 'thriller']",resgate,,"['action', 'drama', 'thriller']"
5046,9187,Hillsong United,,hillsong united,"['christian rock', 'contemporary worship music', 'contemporary christian music']","['christian rock', 'contemporary worship music', 'contemporary christian music']"
5047,9190,Dave Koz,,dave koz,"['rock music', 'smooth jazz']","['rock music', 'smooth jazz']"
5048,9193,Vertical Horizon,,vertical horizon,"['pop rock', 'post-grunge', 'alternative rock', 'acoustic rock']","['pop rock', 'post-grunge', 'alternative rock', 'acoustic rock']"
5049,9194,Kirk Whalum,,kirk whalum,"['rhythm and blues', 'smooth jazz', 'gospel music', 'pop music']","['rhythm and blues', 'smooth jazz', 'gospel music', 'pop music']"
5050,9195,Ludmila Ferber,,ludmila ferber,"['pop rock', 'contemporary christian music', 'contemporary worship music']","['pop rock', 'contemporary christian music', 'contemporary worship music']"
5051,9196,DJ Antoine,"['electro', 'progressive house']",dj antoine,"['hip house', 'electro house', 'progressive house', 'electro (music)', 'house music']","['electro', 'progressive house', 'hip house', 'electro house', 'progressive house', 'electro (music)', 'house music']"
5052,9201,Dark Prince,"['romance novel', 'fantasy fiction', 'paranormal fiction', 'occult fiction']",dark prince,,"['romance novel', 'fantasy fiction', 'paranormal fiction', 'occult fiction']"
5053,9202,Glass Vaults,,glass vaults,['pop music'],['pop music']
5054,9204,Fischer-Z,,fischer-z,"['new wave music', 'rock music']","['new wave music', 'rock music']"
5055,9206,Frank Black,"['classical', 'rock', 'hip-hop/rap']",frank black,,"['classical', 'rock', 'hip-hop/rap']"
5056,9207,Haemorrhage,"['death metal', 'metal']",haemorrhage,,"['death metal', 'metal']"
5057,9208,Cripple Bastards,"['death metal', 'metal']",cripple bastards,"['grindcore', 'hardcore punk']","['death metal', 'metal', 'grindcore', 'hardcore punk']"
5058,9210,Archgoat,"['death metal', 'metal']",archgoat,"['death metal', 'black metal']","['death metal', 'metal', 'death metal', 'black metal']"
5059,9212,Autopsy,"['death metal', 'metal']",autopsy,,"['death metal', 'metal']"
5060,9213,Terrorizer,"['death metal', 'metal']",terrorizer,"['deathgrind', 'grindcore']","['death metal', 'metal', 'deathgrind', 'grindcore']"
5061,9214,Impaled,"['death metal', 'metal']",impaled,,"['death metal', 'metal']"
5062,9215,Repulsion,"['horror', 'psychological thriller', 'drama', 'thriller']",repulsion,,"['horror', 'psychological thriller', 'drama', 'thriller']"
5063,9216,Folkearth,,folkearth,"['viking metal', 'folk metal', 'black metal']","['viking metal', 'folk metal', 'black metal']"
5064,9217,Dragonball & Dragonball Z,"['anime', 'action', 'comedy', 'animation', 'drama', 'martial arts', 'adventure', 'adventure fiction', 'thriller', 'science fantasy', 'fantasy television']",dragonball & dragonball z,,"['anime', 'action', 'comedy', 'animation', 'drama', 'martial arts', 'adventure', 'adventure fiction', 'thriller', 'science fantasy', 'fantasy television']"
5065,9219,Kroda,,kroda,"['pagan metal', 'black metal', 'ambient music']","['pagan metal', 'black metal', 'ambient music']"
5066,9222,Windir,,windir,"['folk metal', 'melodic black metal', 'viking metal', 'atmospheric black metal']","['folk metal', 'melodic black metal', 'viking metal', 'atmospheric black metal']"
5067,9223,Birdflesh,"['death metal', 'metal']",birdflesh,,"['death metal', 'metal']"
5068,9224,Mutilator,"['death metal', 'alternative/indie']",mutilator,"['death metal', 'thrash metal']","['death metal', 'alternative/indie', 'death metal', 'thrash metal']"
5069,9226,Horna,,horna,['black metal'],['black metal']
5070,9228,Zé Ramalho,,zé ramalho,"['música popular brasileira', 'progressive rock', 'forró', 'brazilian rock', 'folk music']","['música popular brasileira', 'progressive rock', 'forró', 'brazilian rock', 'folk music']"
5071,9230,Gram,"['country music', 'country rock', 'folk rock', 'americana']",gram,,"['country music', 'country rock', 'folk rock', 'americana']"
5072,9232,beFour,"['contemporary r&b', 'pop']",befour,,"['contemporary r&b', 'pop']"
5073,9234,Lasgo,"['electronic dance music', 'dance/electronic']",lasgo,"['electronic dance music', 'trance music']","['electronic dance music', 'dance/electronic', 'electronic dance music', 'trance music']"
5074,9242,Kittie,"['death metal', 'groove metal', 'metal']",kittie,"['death metal', 'nu metal', 'groove metal', 'alternative metal']","['death metal', 'groove metal', 'metal', 'death metal', 'nu metal', 'groove metal', 'alternative metal']"
5075,9245,Stina Nordenstam,,stina nordenstam,"['alternative rock', 'jazz', 'folk music']","['alternative rock', 'jazz', 'folk music']"
5076,9250,Lee DeWyze,,lee dewyze,"['folk rock', 'pop rock', 'indie rock', 'alternative rock']","['folk rock', 'pop rock', 'indie rock', 'alternative rock']"
5077,9251,Cee Farrow,"['new wave', 'synth-pop']",cee farrow,"['synthpop', 'new wave music']","['new wave', 'synth-pop', 'synthpop', 'new wave music']"
5078,9252,Zaine Griff,,zaine griff,"['synthpop', 'electronic music', 'new wave music', 'ambient music']","['synthpop', 'electronic music', 'new wave music', 'ambient music']"
5079,9253,Classix Nouveaux,,classix nouveaux,['new wave music'],['new wave music']
5080,9256,Asylum Party,,asylum party,"['coldwave', 'post-punk']","['coldwave', 'post-punk']"
5081,9260,Kylesa,"['progressive metal', 'rock']",kylesa,"['sludge metal', 'stoner rock', 'biker metal', 'heavy metal music']","['progressive metal', 'rock', 'sludge metal', 'stoner rock', 'biker metal', 'heavy metal music']"
5082,9261,Institute,"['horror fiction', 'thriller', 'science fiction', 'suspense']",institute,,"['horror fiction', 'thriller', 'science fiction', 'suspense']"
5083,9264,Ray Wilson,"['rock', 'dance/electronic', 'pop']",ray wilson,,"['rock', 'dance/electronic', 'pop']"
5084,9266,Tigertailz,,tigertailz,['glam metal'],['glam metal']
5085,9267,Parálisis Permanente,,parálisis permanente,"['deathrock', 'post-punk', 'punk rock', 'darkwave']","['deathrock', 'post-punk', 'punk rock', 'darkwave']"
5086,9272,Steve Stevens,"['electronic dance music', 'rock', 'dance/electronic']",steve stevens,"['glam metal', 'hard rock', 'instrumental rock', 'heavy metal music']","['electronic dance music', 'rock', 'dance/electronic', 'glam metal', 'hard rock', 'instrumental rock', 'heavy metal music']"
5087,9273,The Jim Jones Revue,,the jim jones revue,"['garage punk (fusion genre)', 'punk blues', 'garage rock revival', 'rock and roll']","['garage punk (fusion genre)', 'punk blues', 'garage rock revival', 'rock and roll']"
5088,9274,Jason Becker,,jason becker,"['instrumental rock', 'heavy metal music', 'neoclassical metal']","['instrumental rock', 'heavy metal music', 'neoclassical metal']"
5089,9276,Stiv Bators,,stiv bators,"['punk rock', 'power pop', 'gothic rock', 'new wave music']","['punk rock', 'power pop', 'gothic rock', 'new wave music']"
5090,9279,33Miles,"['country music', 'gospel', 'christian']",33miles,['contemporary christian music'],"['country music', 'gospel', 'christian', 'contemporary christian music']"
5091,9284,Adrian Lux,,adrian lux,"['techno music', 'house music']","['techno music', 'house music']"
5092,9285,Jamie Woon,"['dance/electronic', 'alternative/indie']",jamie woon,"['neo soul', 'downtempo', 'contemporary r&b', 'post-dubstep', 'electronica', 'trip hop']","['dance/electronic', 'alternative/indie', 'neo soul', 'downtempo', 'contemporary r&b', 'post-dubstep', 'electronica', 'trip hop']"
5093,9286,The Tornados,,the tornados,"['instrumental rock', 'pop music', 'beat music', 'surf rock']","['instrumental rock', 'pop music', 'beat music', 'surf rock']"
5094,9287,Ricky Nelson,,ricky nelson,"['country music', 'rockabilly', 'rock and roll', 'pop music']","['country music', 'rockabilly', 'rock and roll', 'pop music']"
5095,9289,Wendy Carlos,,wendy carlos,"['ambient music', 'synthpop', 'classical music', 'electronic music', 'jazz']","['ambient music', 'synthpop', 'classical music', 'electronic music', 'jazz']"
5096,9291,The Brady Bunch,"['sitcom', ""children's film"", 'comedy', ""children's television series""]",the brady bunch,,"['sitcom', '""childrens film""', 'comedy', '""childrens television series""']"
5097,9292,Silver Convention,,silver convention,['euro disco'],['euro disco']
5098,9294,Goto80,,goto80,"['electro (music)', 'glitch (music)', 'chiptune', 'skweee']","['electro (music)', 'glitch (music)', 'chiptune', 'skweee']"
5099,9295,Billy Murray,"['classical', 'rock', 'pop', 'jazz']",billy murray,,"['classical', 'rock', 'pop', 'jazz']"
5100,9297,Herb Alpert and The Tijuana Brass,"['pop', 'jazz']",herb alpert and the tijuana brass,,"['pop', 'jazz']"
5101,9299,Lesley Gore,"['pop', 'christian']",lesley gore,,"['pop', 'christian']"
5102,9300,The Fourmost,,the fourmost,"['beat music', 'pop music']","['beat music', 'pop music']"
5103,9302,Bing Crosby,"['country music', 'traditional pop']",bing crosby,,"['country music', 'traditional pop']"
5104,9305,An Horse,,an horse,"['indie rock', 'indie pop', 'power pop', 'shoegaze', 'alternative rock']","['indie rock', 'indie pop', 'power pop', 'shoegaze', 'alternative rock']"
5105,9307,Emmy the Great,,emmy the great,"['neofolk', 'anti-folk', 'indie folk', 'indie pop']","['neofolk', 'anti-folk', 'indie folk', 'indie pop']"
5106,9308,Iron On,"['baroque pop', 'neofolk', 'experimental music']",iron on,,"['baroque pop', 'neofolk', 'experimental music']"
5107,9311,The Jealous Girlfriends,,the jealous girlfriends,"['rock music', 'alternative rock']","['rock music', 'alternative rock']"
5108,9313,Camp Out,"['lgbt', 'documentary']",camp out,,"['lgbt', 'documentary']"
5109,9314,Grey's Anatomy,"['medical drama', 'romance', 'drama', 'soap opera', 'comedy-drama', 'ensemble cast', 'medical fiction', 'dramatic programming']",grey's anatomy,,"['medical drama', 'romance', 'drama', 'soap opera', 'comedy-drama', 'ensemble cast', 'medical fiction', 'dramatic programming']"
5110,9316,Fences,"['drama', 'fiction']",fences,,"['drama', 'fiction']"
5111,9317,Holly Miranda,"['rock', 'folk']",holly miranda,,"['rock', 'folk']"
5112,9320,The Muffs,,the muffs,"['punk rock', 'pop punk']","['punk rock', 'pop punk']"
5113,9322,Sigue Sigue Sputnik,,sigue sigue sputnik,"['post-punk', 'hi-nrg', 'glam punk', 'electronic music', 'new wave music']","['post-punk', 'hi-nrg', 'glam punk', 'electronic music', 'new wave music']"
5114,9325,Michigan,"['alternative/indie', 'rock']",michigan,,"['alternative/indie', 'rock']"
5115,9328,The Hannibals,"['horror', 'thriller', 'psychological thriller', 'drama', 'crime novel', 'psychological horror', 'police procedural', 'crime tv genre']",the hannibals,,"['horror', 'thriller', 'psychological thriller', 'drama', 'crime novel', 'psychological horror', 'police procedural', 'crime tv genre']"
5116,9329,The Pinker Tones,,the pinker tones,"['lounge music', 'indie pop', 'alternative rock']","['lounge music', 'indie pop', 'alternative rock']"
5117,9330,Sister Machine Gun,"['dance/electronic', 'metal']",sister machine gun,['industrial rock'],"['dance/electronic', 'metal', 'industrial rock']"
5118,9332,The Breeders,,the breeders,['alternative rock'],['alternative rock']
5119,9334,Tesla,"['rock', 'hip-hop/rap', 'pop']",tesla,,"['rock', 'hip-hop/rap', 'pop']"
5120,9335,The Samples,,the samples,"['reggae', 'jam rock', 'folk music', 'alternative rock']","['reggae', 'jam rock', 'folk music', 'alternative rock']"
5121,9337,Tardiss,"['drama', 'adventure', 'action fiction']",tardiss,,"['drama', 'adventure', 'action fiction']"
