Column1,Column2
revocation,
jung_jae_hwan,
amorphous,
the_sound,
stockholm_monsters,"['Post-punk', 'Indie_pop']"
tear_down_the_lies!,
real_estate,
the_male_pattern_band,
electrelane,"['Alternative_rock', 'Electronic_music', 'Post-rock', 'Experimental_rock']"
the_durutti_column,"['Post-punk', 'Post-rock', 'Ambient_music', 'Dream_pop']"
mp_band/_tear_down_the_lies!,
alex_chilton,"['Indie_rock', 'Rock_and_roll', 'Power_pop', 'Hard_rock', 'Proto-punk', 'Blue-eyed_soul']"
john_leyton,
minny_pops,"['New_wave_music', 'Electronic_music', 'Post-punk', 'Art_punk']"
tamaryn,"['Shoegaze', 'Electronic_music', 'Dream_pop', 'Synth-pop']"
dean_wareham,"['Dream_pop', 'Indie_rock', 'Slowcore', 'Indie_pop']"
longview,
chris_bell,
e.s.g.,
anni_rossi,
small_black,"['Indie_pop', 'Synth_pop', 'Chillwave']"
the_raincoats,"['Experimental_music', 'Post-punk']"
zumbis_do_espaço,
axxis,"['Heavy_metal_music', 'Power_metal', 'Electronic_rock', 'Hard_rock']"
attaque_77,"['Alternative_rock', 'Punk_rock', 'Pop_punk', 'Melodic_hardcore']"
the_toy_dolls,
matell,
shirley_bassey,['Pop_music']
the_supremes,"['Disco', 'Doo-wop', 'Pop_music', 'Rhythm_and_blues', 'Soul_music']"
thomas_nicholas,
sylvester,
diana_ross_and_the_supremes,
lou_rawls,"['Gospel_music', 'Soul_music', 'Jazz', 'Blues', 'Rhythm_and_blues']"
robin_thicke_&_mary_j._blige,
chaka_khan_album,
victor_matell,
"diana_ross,_michael_jackson_&_quincy_jones",
diana_ross_and_lionel_richie,
charlie_wilson,
barbra_streisand_&_barry_gibb,
dionne_warwick,
stephanie_mills,
tyrone_davis,"['Rhythm_and_blues', 'Chicago_soul', 'Soul_music', 'Blues']"
george_benson,"['Soul_music', 'Funk', 'Jazz', 'Rhythm_and_blues']"
karyn_white,"['Soul_music', 'Contemporary_R&B', 'New_jack_swing']"
ashford_&_simpson,"['Funk', 'Disco', 'Soul_music', 'Gospel_music', 'Rhythm_and_blues']"
mafadden_&_whitehead,
roberta_flack_&_donny_hathaway,
patti_labelle,"['Dance_music', 'Gospel_music', 'Soul_music', 'Disco', 'Jazz', 'Rhythm_and_blues', 'Pop_music']"
gladys_knight_&_the_pips,
barry_gibb,
mary_j_blige_&_c.l._smooth,
michaael_jackson,
elton_john_&_leon_russell,
ce_ce_peniston,
s.o.s._band,
dino,
sylvia,
the_noise_affinity,
scorn,
pig,
chemlab,"['Industrial_metal', 'Industrial_rock', 'Electronica', 'Electro-industrial']"
muslimgauze,"['Ethnic_electronica', 'Dub_music', 'Post-industrial_music', 'Ambient_music']"
chris_&_cosey,"['Synth-pop', 'Post-industrial', 'Minimal_wave', 'Electronic_music', 'Dance_music']"
richard_h._kirk,
premature_ejaculation,
combat_astronomy,
z'ev,['Industrial_music']
elektric_music,
uniform,
pati_yang,"['Trip_hop', 'Electronic_music']"
älymystö,
severed_heads,"['Dance_music', 'Electronica', 'Industrial_music', 'Post-punk', 'Synth-pop']"
marius_müller-westernhagen,['Rock_music']
virginia_jetzt!,"['Schlager', 'Pop_music', 'Indie_pop']"
herbert_grönemeyer,"['Soft_rock', 'Pop_rock', 'Rock_music']"
lorrie_morgan,"['Country_pop', 'Country_music']"
steve_appleton,
"zac_efron,_cast_of_high_school_musical",
kevin_bazinet,
maria_lawson,"['Soul_music', 'Contemporary_R&B']"
cipes_and_the_people,
greg_raposo,
joseph_loduca,
terramara,
cepia,
epic45,
"halloween,_alaska","['Indietronica', 'Indie_rock', 'Electronic_rock']"
dungen,"['Neo-psychedelia', 'Progressive_rock', 'Jazz-rock', 'Psychedelic_rock']"
fiction_plane,"['Alternative_rock', 'Post-grunge']"
mason_jennings,['Indie_folk']
the_jayhawks,"['Alternative_country', 'Country_rock', 'Alternative_rock']"
alicia_wiley,
galactic,"['Acid_jazz', 'Jazz-funk', 'New_Orleans_rhythm_and_blues', 'Jazz_rap', 'Jam_band']"
kiln,
david_ford,
an_explorer,
adam_johnson,
arc_angels,"['Southern_rock', 'Texas_blues', 'Blues-rock']"
the_pines,
????,
heitor_villa-lobos,
dengue_fever,
popol_vuh,
nathan_barr,
sergei_prokofiev,
sleater-kinney,"['Indie_rock', 'Punk_rock', 'Riot_grrrl']"
manfred_hübler_&_siegfried_schwab,
kaname_kawachi,
bernard_herrmann,
abel_korzeniowski,"['Classical_music', 'Film_score']"
fabio_frizzi,['Film_score']
montage,
philippe_rombi,
elliot_goldenthal,"['Theatre_music', 'Film_score', 'Contemporary_classical_music', 'Avant_garde_music']"
jo_yeong-wook,
giacomo_puccini,
georges_bizet,
????,
?????mania,
????,
???????,
ketchup_mania,
halcali,"['Hip_hop_music', 'Hip-pop', 'Pop_music']"
yuki,
buono!,['J-pop']
yum!yum!orange,['Ska']
?????,
puukko-allu,
hinoi???,
paffendorf,"['Techno', 'Eurodance']"
???,
julma-henri_&_syrjäytyneet,
???????,
?????,
??????,
misono,
s.e.s.,
satou_rina_&_inoue_marina_&_chihara_minori,
rip_slyme,['Hip_hop_music']
lo-fi-fnk,"['Electronica', 'Indie_music']"
akeboshi,['Folk_music']
?evval_sam,
uma_thurman,
pamela,
k?raç,
ayla_dikmen,['Pop_music']
murat_kekilli,
gülay,
?enay,
hatice,
13,
füsun_önal,
intizar,
gül_erda,
rafet_el_roman,['Turkish_pop_music']
yui_makino,
elveda_rumeli,
nil_burak,['Pop_music']
i?ntizar,
i?clal_ayd?n,
guelay74,
paylas.de,
hakan_peker,['Electronic_Music']
kiraç,
kader,
cici_k?zlar,
si?nan_özen,
tabir,
zeynep_ba?kan,
murat_keki?lli?,
bari?_manço,
sessizlik,
ebru_ya?ar,
cansu_koç,
fisz,
jeden_osiem_l,
corpore,
tourniquet,
skunk_d.f.,
hamlet,
skizoo,"['Post-grunge', 'Alternative_metal']"
marcos_witt,
sôber,"['Alternative_metal', 'Alternative_rock']"
dc_talk,"['Alternative_rock', 'Christian_hip_hop', 'Christian_rock', 'Pop_rock', 'Rap_rock']"
tired_of_waiting,
savia,
the_red_chord,"['Technical_death_metal', 'Deathcore', 'Grindcore', 'Metalcore']"
sevendust,"['Heavy_metal_music', 'Nu_metal', 'Alternative_metal', 'Hard_rock']"
stravaganzza,"['Gothic_metal', 'Progressive_metal', 'Symphonic_metal']"
govinda,
francis_and_the_lights,"['Synth-pop', 'Avant-garde_music', 'Electronic_music', 'Alternative_R&B']"
chairlift,
mugison,
allstar_weekend,"['Power_pop', 'Pop_rock', 'Electronica']"
joe_jonas,
the_friday_night_boys,"['Pop_punk', 'Electronica', 'Power_pop']"
lady_gaga_feat_beyoncé,
helge_schneider,
ginger_ninja,
o.a.r.,"['Roots_rock', 'Indie_rock', 'Heartland_rock', 'Alternative_rock']"
the_floor_is_made_of_lava,
moi_caprice,
absynthe_minded,"['Rock_(music)', 'Pop_music', 'Jazz']"
yevgueni,
air_traffic,
admiral_freebee,"['Blues-rock', 'Country_music']"
waii,
?????_?????????,
alan_hawkshaw,"['Rock_and_roll', 'Pop_music']"
keith_mansfield,['Television_score']
piero_umiliani,['Film_music']
peter_thomas,
syd_dale,['Easy_listening']
hugo_montenegro,
piero_piccioni,
armando_trovaioli,
gianni_ferrio,
bruno_nicolai,['Film_score']
perrey_&_kingsley,
james_clarke,
johnny_pearson,"['Pop_music', 'Easy_listening', 'Jazz']"
gert_wilden_&_orchestra,
stelvio_cipriani,['Film_music']
the_digs,
emitt_rhodes,
david_lindup,
peter_thomas_sound_orchestra,
brian_bennett,['Rock_and_roll']
lalo_schifrin,
first_moog_quartet,
laurie_johnson,"['Swing_music', 'Pop_music']"
steve_gray,
françois_de_roubaix,
pino_donaggio,['Film_score']
alan_moorhouse,
henry_mancini,"['Jazz', 'Easy_listening', 'Film_score']"
bruce_haack,"['Space_age_pop', ""Children's_music"", 'Electronic_music']"
roy_budd,
nelson_riddle,"['Jazz', 'Traditional_pop_music', 'Big_band']"
mort_garson,"['Electronic_music', 'Rock_music', 'Easy_listening', 'Pop_music']"
martin_denny,"['Lounge_music', 'Exotica']"
dennis_coffey,"['Soul_music', 'Funk', 'Disco', 'Rhythm_and_blues']"
walter_wanderley,"['Lounge_music', 'Bossa_nova', 'Easy_listening']"
francesco_de_masi,
the_millennium,
john_schroeder,
burt_bacharach,"['Easy_listening', 'Lounge_music', 'Orchestral_pop']"
goblin,
margo_guryan,"['Baroque_pop', 'Sunshine_pop']"
john_carpenter,
john_buzon_trio,
david_axelrod,
al_caiola,"['Rock_music', 'Pop_music', 'Jazz', 'Country_music']"
gil_trythall,
alain_goraguer,
girls_in_the_eighties,
teen_daze,"['Chillwave', 'Indie_pop', 'House_music', 'Ambient_music']"
the_wagner_logic,
entertainment_for_the_braindead,
false_awakening,
esben_and_the_witch,
memoryhouse,"['Dream_pop', 'Shoegazing']"
a_place_to_bury_strangers,"['Experimental_rock', 'Noise_rock', 'Post-punk_revival', 'Psychedelic_rock', 'Space_rock', 'Shoegaze']"
eternal_summers,['Indie_rock']
vanda.,
seabright,
trent_reznor_and_atticus_ross,
hurt,
coyote_clean_up,
jay_dee,
jean_grae,['Hip_hop_music']
curtis_mayfield,"['Rhythm_and_blues', 'Chicago_soul', 'Gospel_music', 'Funk', 'Psychedelic_soul', 'Soul_music']"
roots_manuva,"['Dub_music', 'Alternative_hip_hop', 'Trip_hop', 'Electronica']"
citizen_cope,"['Alternative_rock', 'Soul_music', 'Blues_rock']"
cool_calm_pete,"['Hip_Hop_music', 'Alternative_hip_hop']"
reflection_eternal,['Hip_hop_music']
jay_electronica,['Hip_hop_music']
jehst,['Hip_hop_music']
the_vincent_black_shadow,"['Alternative_rock', 'Pop_rock']"
mad_sin,"['Psychobilly', 'Punk_rock']"
bloodsucking_zombies_from_outer_space,
calabrese,
nim_vind,
rezurex,
bert_jansch,"['Folk_music', 'Folk_baroque', 'Folk_rock']"
the_crimson_ghosts,
kaddisfly,"['Alternative_rock', 'Experimental_rock']"
frankenstein_drag_queens_from_planet_13,
the_vickers,
"crosby,_stills,_nash_&_young","['Country_rock', 'Soft_rock', 'Folk_rock']"
tom_zé,"['World_music', 'Experimental_music', 'Folk_music', 'Tropicalismo', 'Avant-garde_music']"
the_gerbils,['Indie_pop']
orquestra_imperial,"['Gafieira', 'Brazil', 'Samba']"
katchafire,['Roots_reggae']
impacto_cinco,
novos_baianos,"['Forr?', 'Psychedelic_rock', 'M?sica_popular_brasileira', 'Bai?o_(music)', 'Bossa_nova', 'Samba_rock', 'Tropic?lia']"
firebug,
do_amor,
2am_club,"['Dance_music', 'Rap_music', 'Pop_music']"
nonpalidece,
elza_soares,"['Bossa_nova', 'Música_popular_brasileira', 'Samba']"
silvia_machete,
el_efecto,"['M?sica_popular_brasileira', 'Rap_rock', 'Alternative_rock']"
red_dons,
3_na_massa,
thinking_fellers_union_local_282,"['Experimental_rock', 'Indie_rock', 'Noise_rock']"
alexandra_stan,
otto_dix,
?????,
aya_ueto,
bomfunk_mc's,"['Grime_(music_genre)', 'Funky_house', 'Breakbeat', 'Hip_hop_music', 'Electronica']"
izumi_katou,
????,
dune,
kabát,
chaoskinder,
shakira_ft._lil_wayne_&_timbaland,
dschinghis_khan,"['Euro_disco', 'Disco', 'Pop_music']"
the_heart_attacks,"['Rock_and_roll', 'Glam_punk', 'Punk_rock', 'Garage_punk_(fusion_genre)']"
glorious_bankrobbers,
falling_red,
the_heartbreakers,"['Rock_and_roll', 'Punk_rock']"
graveyard,
addiction_for_destruction,
peter_pan_speedrock,"['Punk_rock', 'Psychobilly', 'Hard_rock']"
off!,
orchid,
panzer_princess,
cowboy_prostitutes,
night_fever,
magnum,
argent,
michael_schenker_group,"['Hard_rock', 'Heavy_metal_music']"
masters_of_reality,"['Blues_rock', 'Hard_rock', 'Palm_Desert_Scene', 'Stoner_rock']"
the_union,
the_reasoning,
fábio_jr.,
ls_jack,
jazzkantine,"['Hip_hop_music', 'Jazz', 'Funk']"
söhne_mannheims,"['Pop_music', 'Soul_(music)', 'Hip_pop']"
bap,
dub_incorporation,
alliance_ethnik,['French_hip_hop']
fonky_family,
iam,
incognito,
wolf_maahn,
pride_of_lions,
bob_catley,"['Heavy_metal_music', 'Blues_rock', 'Hard_rock']"
the_flower_kings,['Progressive_rock']
redemption,
liza_marklund,
pretty_maids,"['Hard_rock', 'Heavy_metal_music']"
arena,
the_crowns,
spinvis,
40_???,
??????_?_???????,
torment_day,
?????,
??????,
40_????????,
???????,
??????????,
the_joystick,
???????,
molecul,
sektor_gaza,"['Folk_rock', 'Alternative_metal', 'Horror_punk', 'Rap_rock', 'Nu_metal', 'Punk_rock', 'Hard_rock', 'Rap_metal']"
???????,
d??????!,
karate_high_school,
plush_fish,
????????,
ray,
mutagen,
??????,
10-20_???_????????,
??????_?_???,
????-???,
?????????,
???????,
marselle,
duff_mckagan,['Hard_Rock_music']
ricky_martin_&_christina_aguilera,
great_expectations,
e._górniak_/__m._szcze?niak,
kate_winslet,
anna_maria_jopek,
deus,
murcof,"['Intelligent_dance_music', 'Minimal_techno', 'Electronica', 'Glitch_music', 'Contemporary_classical_music', 'Ambient_music']"
dntel,"['Folktronica', 'Glitch_music', 'Indietronica', 'Downtempo', 'Intelligent_dance_music']"
nathan_fake,"['Ambient_music', 'Electronica', 'Techno']"
skalpel,"['Downtempo', 'Jazz', 'Electronica', 'Nu_jazz']"
soldout,
bitcrush,
mouse_on_mars,"['Electronic_music', 'Intelligent_dance_music', 'Post-rock', 'Ambient_music', 'Breakbeat']"
gustavo_santaolalla,"['Latin_rock', 'Electrotango']"
death_in_vegas,"['Neo-psychedelia', 'Shoegaze', 'Electronica']"
spineshank,"['Industrial_metal', 'Nu_metal', 'Alternative_metal']"
crash_test_dummies,"['Folk_rock', 'Alternative_rock']"
parque_en_el_espacio,"['Trip_rock', 'Music_of_Costa_Rica', 'Alternative_rock']"
perrozompopo,
federico_miranda,['Alternative_rock']
maría_pretiz,
josé_capmany,
santos_&_zurdo,
editus,"['Latin_music_(genre)', 'Jazz', 'New-age_music']"
gandhi,
the_music,"['Alternative_rock', 'Indie_rock']"
úztari,
mad_season,
malpaís,
kurt_dyer,
inconsciente_colectivo,
fernando_delgadillo,['Trova']
sao_paulo_futebol_clube,
joaquin_phoenix,
vibe_tribe,['Psychedelic_trance']
stolen_babies,"['Experimental_metal', 'Dance-rock', 'Progressive_metal', 'Experimental_rock']"
mezo_i_kasia_wilk,
tokimonsta,"['Instrumental_hip_hop', 'Electronica']"
epik_high,['Alternative_hip_hop']
lil_b,"['Hyphy', 'Outsider_music', 'Hip_hop_music', 'Cloud_rap', 'New-age_music']"
freddie_joachim,
knxwledge,"['Experimental_hip_hop', 'Hip_hop_music', 'Lo-fi', 'Instrumental_hip_hop', 'Underground_hip_hop', 'Wonky_(music)']"
blu,
panacea,
shoji_meguro,"['J-pop', 'Rock_music', 'Classical_music', 'Electronic_music', 'Jazz']"
curren$y,
cannibal_ox,"['Hip_hop_music', 'Alternative_hip_hop']"
michita,
hudson_mohawke,
crown_city_rockers,['Hip_hop_music']
shin-ski,
samiyam,['Hip_hop_music']
dibiase,['Alternative_hip_hop']
trapped_under_ice,['Hardcore_punk']
big_d_and_the_kids_table,"['Ska_punk', 'Reggae', 'Dub_(music)']"
teenage_bottlerocket,"['Pop_punk', 'Punk_rock', 'Skate_punk']"
down_to_nothing,['Hardcore_punk']
international_superheroes_of_hardcore,"['Hardcore_punk', 'Parody_music']"
true_colors,
kingdom,
blood_for_blood,"['Heavy_hardcore', 'Hardcore_punk']"
mustard_plug,"['Ska_punk', 'Pop_punk']"
guttermouth,"['Skate_punk', 'Punk_rock', 'Pop_punk']"
all_for_nothing,
jaya_the_cat,"['Reggae', 'Punk_rock', 'Ska']"
righteous_jams,
frostbite,
internal_affairs,
hellmouth,
the_vandals,
furious_styles,
all_or_nothing_h.c.,
lm.c,
orange_range,"['Power_pop', 'Alternative_rock', 'Pop_rock', 'Rap_rock', 'J-pop']"
cliff_burton,"['Heavy_metal_music', 'Thrash_metal']"
turisas,"['Folk_metal', 'Symphonic_metal', 'Viking_metal', 'Power_metal']"
jesus_christ_superstar_o.s.t.,
gustav_holst,
ian_anderson,"['Folk_rock', 'Blues_rock', 'Progressive_rock', 'Hard_rock']"
trop_tard,
ludovic,
vzyadoq_moe,
nene_altro_&_o_mal_de_caim,
doddodo,
norma_loy,
sick_terror,
poésie_noire,
one_less_reason,
the_gossip,
fabian_buch,
mario_vazquez,['R&B']
joseph_vincent,"['Acoustic_music', 'Pop_music']"
digga,
massari,"['Hip_hop_music', 'Contemporary_R&B', 'Pop_music']"
juli,
ashe_watson,
taio_cruz_feat._kylie_minogue,
tinie_tempah_feat._kelly_rowland,
mario,
titus_andronicus,
menomena,"['Experimental_rock', 'Indie_rock']"
fang_island,"['Math_rock', 'Indie_rock', 'Progressive_rock', 'Post-rock', 'Instrumental_rock']"
das_racist,['Alternative_hip_hop']
carissa's_wierd,"['Indie_rock', 'Sadcore', 'Chamber_pop']"
high_places,
wavves,"['Garage_punk', 'Noise_rock', 'Surf_punk_(music_genre)', 'Noise_pop', 'Indie_rock', 'Pop_punk']"
bear_in_heaven,
superguidis,
shout_out_louds,"['Indie_rock', 'Indie_pop', 'Alternative_rock']"
gluecifer,"['Garage_rock_revival', 'Hard_rock']"
mc5,"['Blues_rock', 'Proto-punk', 'Garage_rock', 'Hard_rock']"
paul_anka,
welle:erdball,"['Synthpop', 'Electronic_music', 'Bitpop']"
beverly_kenney,
joni_james,['Traditional_pop_music']
andy_bell,
cliff_richard,"['Rock_and_roll', 'Pop_rock', 'Contemporary_Christian_music', 'Pop_music']"
andy_williams,"['Traditional_pop_music', 'Easy_listening']"
doris_day,
t.o.y.,
neil_sedaka,['Brill_Building_(genre)']
vacuum,
jo_stafford,['Traditional_pop_music']
marc_and_the_mambas,"['New_wave_music', 'Gothic_rock', 'Dark_cabaret', 'Alternative_rock']"
engelbert_humperdinck,
!distain,
dark_voices,
pernilla_wahlgren,"['Pop_music', 'Schlager', 'Musical_theatre']"
connie_francis,"['Country_pop', 'Rock_and_roll', 'Vocal_jazz', 'Traditional_pop_music']"
slimmy,"['Urban_music', 'World_music', 'Dance_music', 'Electro_music', 'Rock_music', 'Alternative_music', 'Pop_music']"
lesley_roy,"['Pop_rock', 'Alternative_rock']"
savannah_outen,"['Pop_music', 'Pop_rock']"
n-o-d,
m.a.n.,
tenkan,
m.a.n,
icon_in_me,"['Metalcore', 'Groove_metal', 'Melodic_death_metal']"
synthetic_breed,"['Groove_metal', 'Nu_metal', 'Technical_death_metal', 'Industrial_metal']"
stuck_in_kaos,
blooms,
oceana,
triagrutrika,
au_pairs,['Post-punk']
dion_&_the_belmonts,
mongrel,
dominic_chianese,
ben_e._king,"['Doo-wop', 'Rhythm_and_blues', 'Pop_music', 'Soul_music']"
the_like,"['Alternative_rock', 'Indie_rock']"
cassius,
juj,
coockoo,
the_cadillacs,"['Doo-wop', 'Rock_and_roll', 'Soul_music', 'Funk']"
hüsker_dü,"['Alternative_rock', 'Post-punk', 'Hardcore_punk', 'Post-hardcore']"
easy_star_all-stars,"['Ska', 'Reggae', 'Dub_music']"
drakula,
alex_band,"['Alternative_rock', 'Post-grunge']"
taylor_lautner,
jason_derulo,"['Hip_hop_music', 'Pop_music', 'Contemporary_R&B']"
voivod,
steve_von_till,"['Psychedelic_music', 'Experimental_music', 'Drone_music', 'Folk_music', 'Sludge_metal', 'Gothic_country', 'Post-metal']"
tragedy,
maudlin_of_the_well,
wolves_in_the_throne_room,"['Atmospheric_black_metal', 'Dark_ambient']"
the_wreckers,['Country_music']
i_nine,['Pop_rock']
jessica_harp,['Country_music']
joanna_pacitti,"['Contemporary_R&B', 'Pop_rock', 'Soul_music']"
morningwood,"['Alternative_rock', 'Electropunk', 'Dance-rock', 'Power_pop']"
jonna_lee,
daisy_dares_you,
colette_carr,"['Pop-rap', 'Europop', 'Indie_pop', 'Electropop']"
electrocute,
u.d.o.,['Heavy_metal_music']
blue_tears,"['Glam_metal', 'Hard_rock']"
baton_rouge,
kix,
catch_the_rainbow,
madredeus,"['Barroque_pop', 'World_music']"
canto_dos_malditos_na_terra_do_nunca,"['Alternative_rock', 'Grunge', 'Hard_rock']"
bobina,"['Trance_music', 'Progressive_trance']"
jan_a.p._kaczmarek,
tiesto_pres._alone_in_the_dark,
audible,
system_f,
antoine_clamaran,"['French_house', 'House_music']"
j:????,
dash_berlin_feat_solid_sessions,
nadia_ali,
dakota,
cosmic_gate_feat._emma_hewitt,
the_sound_of_arrows,"['Synthpop', 'Dream_pop', 'Indie_pop']"
tiesto_feat._charlotte_martin,
tiesto_feat._christian_burns,
lyapis_trubetskoy,"['Pop-rock', 'Reggae', 'Hip_hop_music', 'Alternative_metal', 'Punk_rock', 'Skacore', 'Ska_punk', 'Nu_metal']"
laurent_wolf,"['French_house', 'Electro_house', 'House_music']"
moonbeam_feat._avis_vox,
tasadi,
hotwire,
sapo_banjo,
new_artist_(91),
the_outfield,"['Power_pop', 'New_wave_music', 'Pop_rock']"
synesthesia,
juan_luis_guerra,
the_datsuns,"['Hard_rock', 'Heavy_metal_music', 'Garage_rock']"
arms_and_sleepers,"['Ambient_music', 'Trip_hop']"
we_have_band,"['Indie_rock', 'New_wave_music', 'Dance-punk', 'Krautrock']"
sexy_sushi,
ken,
gotye,"['Alternative_rock', 'Trip_hop', 'Indie_rock', 'Indie_pop']"
????_?????,
??????,
????????,
??????,
???????,
?????,
trouble_over_tokyo,"['Angstpop', 'Alternative_rock', 'Indielectro']"
blindside,
lali_puna,['Electropop']
f.a.q.,
blackmail,
kaukázus,
the_germs,
dolly_mixture,
the_spits,"['Garage_punk_(fusion_genre)', 'Punk_rock', 'Synthpunk']"
the_standells,"['Proto-punk', 'Garage_rock']"
the_weirdos,['Punk_rock']
marine_girls,"['Twee_pop', 'Lo-fi_music', 'Post-punk', 'Indie_pop']"
the_seeds,"['Garage_rock', 'Proto-punk', 'Psychedelic_rock', 'Acid_rock']"
the_sex_pistols,
the_lurkers,"['Pop_punk', 'Punk_rock', 'New_wave_music']"
the_barbarians,
ian_hunter,
sham_69,['Punk_rock']
the_music_machine,"['Psychedelic_rock', 'Acid_rock', 'Proto-punk', 'Garage_rock']"
the_templars,
television_personalities,"['Indie_pop', 'Psychedelic_music', 'Mod_revival', 'Post-punk']"
slaughter_and_the_dogs,
the_carpettes,"['Punk_rock', 'Power_pop']"
adolescents,
link_wray_&_the_raymen,
the_adverts,['Punk_rock']
the_litter,"['Garage_rock', 'Psychedelic_rock']"
big_boys,
the_dictators,"['Punk_rock', 'Hard_rock', 'Proto-punk']"
d.i.,
the_monochrome_set,"['New_wave_music', 'Post-punk']"
richard_hell_&_the_voidoids,
razor,
evildead,
raven,
holy_moses,['Thrash_metal']
dark_angel,
tank,
protector,
whiplash,
tygers_of_pan_tang,"['Heavy_metal_music', 'Biker_metal']"
angel_witch,['Heavy_metal_music']
aubrey_o'day,"['Contemporary_R&B', 'Pop_music']"
"demi_lovato,_alyson_stoner,_anna_maria_perez_de_taglé_&_char_ligera",
kim_kardashian,
"demi_lovato,_meaghan_martin,_jordan_francis,_alyson_stoner,_matthew_""mdot""_finley_&_roshon_fegan",
"aaron_doyle,_demi_lovato_&_meaghan_martin",
the_coverband,
lovehatehero,"['Emo', 'Post-hardcore', 'Pop_punk']"
xiii._století,
michale_graves,
x-mal_deutschland,
cinedisco,
phone_trio,
polara,
dandara,
discoteque,
noção_de_nada,
deluxe_trio,
blitz,
malni,
dibob,"['Alternative_rock', 'Pop_rock', 'Melodic_hardcore', 'Pop_punk']"
sug,"['Nu_metal', 'Pop_punk', 'Electronic_rock', 'Alternative_rock']"
travis_garland,
miss_a,"['R&B', 'Electropop', 'K-pop', 'Dance-pop']"
?????,
janne_da_arc,"['Alternative_rock', 'Progressive_rock', 'Hard_rock', 'Pop_rock']"
jarboe,"['Psychedelic_folk', 'Blues', 'Art_rock', 'Experimental_rock', 'Vocal_music', 'Industrial_music']"
john_parish_and_polly_jean_harvey,
aereogramme,
beyoncé_(i_am_tour@edmonton),
wilmie,
michele_adamson,
david_hodges,"['Christian_(music)', 'Alternative_rock', 'Electronica']"
noctura,"['Hard_rock', 'Rock_music']"
solstice,
amy_lee,
mostly_autumn,"['Progressive_rock', 'Folk_rock', 'Celtic_music', 'Hard_rock']"
pekka_pohjola,"['Progressive_rock', 'Jazz_fusion']"
ass,
amesoeurs,"['Post-black_metal', 'Post-punk', 'Shoegazing']"
cathis_ord,
edge_of_sanity,"['Melodic_death_metal', 'Progressive_death_metal', 'Death_metal']"
hiroshi_miyagawa,
gösta_berlings_saga,
working_for_a_nuclear_free_city,"['Alternative_rock', 'Nu_gaze']"
matthew_good,"['Alternative_rock', 'Acoustic_music', 'Folk_rock']"
santerna,
gaia,
olivier_deriviere,
michael_tsukerman,
the_blizzard,
rolfe_kent,['Film_score']
susana,
capcom_sound_team,
iii,
the_replacements,
minutemen,
daisuke_ishiwatari,
william_lane_craig,
soul_asylum,"['Country_rock', 'Grunge', 'Alternative_rock']"
guns_n_roses_&alice_cooper,
mr._lawrence,
tinyfolk,
richard_gibbs,['Film_score']
zygonock!,
stabbing_westward,"['Industrial_metal', 'Industrial_rock', 'Alternative_metal']"
wuffles,
orgy,
halo33,
ike_yoshihiro,
entwine,"['Gothic_metal', 'Hard_rock']"
lunatica,"['Symphonic_metal', 'Power_metal']"
for_my_pain...,['Gothic_metal']
beseech,['Gothic_metal']
d-bo,['German_hip_hop']
tua,
nazar_&_raf_camora,
raf_camora,
maeckes,
bizzy_montana,
taichi,
shiml,
saad,
kay_one,"['Rapping', 'Hip_hop_(music)']"
tua_und_vasee,
maeckes_und_plan_b,
nate57,
sonny_black_und_frank_white,
fler,
aggro_berlin,
claudio_monteverdi,
amenra,"['Post-metal', 'Sludge_metal', 'Doom_metal', 'Post-hardcore']"
charles_mingus,"['Jazz', 'Bebop', 'Orchestral_jazz', 'Hard_bop', 'Avant-garde_jazz', 'Third_Stream', 'Free_jazz', 'Post-bop']"
tesa,
viktor_vaughn,
peste_noire,['National_socialist_black_metal']
gorod,
farben_lehre,"['Alternative_rock', 'Punk_rock', 'Reggae_rock']"
zespó?_reprezentacyjny,
??ki_?an,
insite,
thermo,
shirobon,
elli_noise,
course_for_teenagers,
hummersqueal,
peter_cincotti,['Vocal_jazz']
damien_saez,
hindi_zahra,"['Jazz', 'Blues_music', 'Folk_music', 'World_music', 'Soul_music', 'Berber_music']"
djezma,
keziah_jones,"['Yoruba_music', 'Blues_music', 'Funk_music']"
hugh_coltman,
balkan_beat_box,"['Reggae', 'Gypsy_punk', 'Funk', 'World_music', 'Electronica']"
matt_dusk,['Jazz']
hocus_pocus,
harcsa_veronika,
cheikh_sidi_bemol,
david_garrett,
bebel_gilberto,
artist_vs_poet,
scenes_and_sirens,
josephine_collective,['Emo_pop']
watchout!_theres_ghosts,
brighten,"['Indie_Rock', 'Alternative_country', 'Pop_rock', 'Alternative_rock']"
sing_it_loud,"['Pop_punk', 'Pop_rock']"
???,
ali_project,"['Avant-garde_music', 'Progressive_rock', 'Baroque_pop', 'Neoclassical_dark_wave']"
acoustic_cafe,
mario_galaxy_orchestra,
????,
lemon_room_project,
????,
bishoujo_senshi,
???,
???,
???,
yo-yo_ma,
hakuei,
mr.,
vanilla_unity,"['Indie_rock', 'Emo_Rock']"
????,
school_food_punishment,"['Post_rock', 'Downtempo', 'Ambient_music', 'Avant_pop', 'Electronica']"
????,
chester_french,"['Synthpop', 'Alternative_hip_hop', 'Neo-psychedelia', 'Futurepop', 'Indie_pop']"
ultima_thule,
dimension_zero,['Melodic_death_metal']
imperanon,
