tagID,count,tagValue,translated
2916,1,autopsy,autopsy
2917,1,whiplash,whiplash
2918,1,sadus,sadus
2919,1,vio-lence,vio-lence
2920,1,exumer,exumer
2921,1,cryptic slaughter,cryptic slaughter
2922,1,excel,excel
2923,1,strike master,strike master
10087,1,adult alternative rock,adult alternative rock
10088,1,lucie silvas,lucie silvas
2907,1,sodom,sodom
2905,1,thrashers,thrashers
11174,1,akiko shikata,akiko shikata
10086,1,urban ac,urban ac
11172,1,cavalera,cavalera
10077,1,the best british band ever,the best british band ever
10078,1,lovelovelove x 392834,lovelovelove x 392834
10079,1,pretty much nifty,pretty much nifty
8515,1,my favourite soundtracks,my favourite soundtracks
11171,1,relax music,relax music
2893,1,angeles del infiernos,angeles del infiernos
2894,1,baron rojo,baron rojo
2895,1,rata blanca,rata blanca
2896,1,denim,denim
2897,1,mago de oz,mago de oz
2898,1,venom,venom
10080,1,i love frank :p,i love frank :p
2900,1,leather,leather
11170,1,pre-grunge alternative rock,pre-grunge alternative rock
2902,1,headbangers,headbangers
10085,1,lara fabian,lara fabian
2821,1,technocumbia,technocumbia
2819,1,huayno,huayno
11198,1,lovable foreigners,lovable foreigners
8566,1,american black metal,american black metal
10071,1,this is my favorite song in the world,this is my favorite song in the world
2740,1,randy rhoads,randy rhoads
2742,1,axl rose,axl rose
8567,1,music that makes your head explode of amazement,music that makes your head explode of amazement
2750,1,metal icon,metal icon
2751,1,polital message,polital message
11193,1,awesome punk,awesome punk
2753,1,sebastian bach,sebastian bach
2755,1,2000's,2000's
2818,1,chicha,chicha
2757,1,ace frehley,ace frehley
2758,1,powerman 5000,powerman 5000
8565,1,british black metal,british black metal
8564,1,interesting music,interesting music
8563,1,soloage,soloage
2763,1,sports,sports
2764,1,duff mckagen,duff mckagen
2765,1,izzy stradlin,izzy stradlin
2738,1,ann wilson,ann wilson
2737,1,nancy wilson,nancy wilson
10069,1,portuguese band,portuguese band
11194,1,old-school punk,old-school punk
10063,1,yeah,yeah
2714,1,heartbreak,heartbreak
2715,1,5 star,5 star
2716,1,dance all night,dance all night
2717,1,best she wolf song,best she wolf song
2718,1,viciante,viciante
2719,1,best coreography,best coreography
11197,1,melodic punk-rock,melodic punk-rock
2721,1,zoocore,zoocore
2723,1,beardcore,beardcore
10066,1,nouvelle scene francaise,nouvelle scene francaise
11196,1,us punk,us punk
11195,1,magyar,magyar
2728,1,their old stuff was good but they suck now,their old stuff was good but they suck now
2729,1,hanson,hanson
2732,1,check them out,check them out
2733,1,charity,charity
11191,1,oldschool punkrock,oldschool punkrock
2767,1,vintage,vintage
8562,1,very nice solo,very nice solo
8554,1,blink punk,blink punk
11186,1,we gotta fight fight fight fight fight for this love,we gotta fight fight fight fight fight for this love
2798,1,melancholic idm,melancholic idm
8553,1,ambidjent,ambidjent
8552,1,bestsongever,bestsongever
11185,1,peter paul and mary,peter paul and mary
11184,1,workout songs,workout songs
2807,1,carter,carter
11182,1,melody pop,melody pop
11181,1,exposure music awards,exposure music awards
2810,1,funy,funy
11180,1,best dance track 2009,best dance track 2009
2812,1,varius manx,varius manx
2813,1,peru,peru
8551,1,im taking off my clothes too paul,im taking off my clothes too paul
8550,1,pure beauty,pure beauty
8549,1,total fucking win,total fucking win
2817,1,cusco,cusco
2795,1,martial industrial,martial industrial
11187,1,come here rude boy-boy,come here rude boy-boy
2769,1,ozzfest,ozzfest
8556,1,extreme black metal,extreme black metal
2770,1,jake e lee,jake e lee
8560,1,death metal pioneers,death metal pioneers
2773,1,thrash metal at  its finest,thrash metal at  its finest
2774,1,ray charles,ray charles
2775,1,ray,ray
2777,1,hipster-hop,hipster-hop
8559,1,techincal metal,techincal metal
8557,1,sophisticated black metal art,sophisticated black metal art
2782,1,french metal,french metal
11189,1,passiva,passiva
11188,1,revoltads,revoltads
2786,1,fisc,fisc
2787,1,ump,ump
2788,1,optic 2000,optic 2000
2789,1,suisse,suisse
2790,1,varietoche,varietoche
2791,1,collabo,collabo
1770,1,texas country,texas country
1678,1,in the middle of summer,in the middle of summer
8993,1,smokeyblues,smokeyblues
9927,1,chwile,chwile
12199,1,audio,audio
12198,1,dumb,dumb
12197,1,kyiv,kyiv
12196,1,smart electronics,smart electronics
12195,1,smart,smart
9615,1,kinder,kinder
12192,1,scrap basket,scrap basket
9926,1,paktofonika,paktofonika
12191,1,kiev,kiev
9603,1,miazga,miazga
12190,1,thorshji,thorshji
9612,1,klubowa,klubowa
9610,1,pank,pank
9609,1,yeah fuckin yeah,yeah fuckin yeah
578,1,ambient industrial,ambient industrial
9608,1,elwis,elwis
9607,1,muzyka dla mietkich chlopcow,muzyka dla mietkich chlopcow
9606,1,fisz,fisz
12201,1,pianist ep,pianist ep
12202,1,nnnngh,nnnngh
9616,1,mallcore,mallcore
9619,1,rock patriotyczny,rock patriotyczny
12217,1,derp,derp
538,1,japan 80s,japan 80s
9630,1,labirinto,labirinto
12216,1,devy metal,devy metal
12215,1,all the people you love in a river of blood,all the people you love in a river of blood
12214,1,blacker than the blackest black times infinity,blacker than the blackest black times infinity
12213,1,smash your child against a wall,smash your child against a wall
12212,1,jamtronica,jamtronica
12211,1,deadened black metal,deadened black metal
9629,1,god is an astronaut,god is an astronaut
12207,1,fresh love,fresh love
9628,1,red sparowes,red sparowes
12205,1,singersongwriter female pop,singersongwriter female pop
12204,1,samba rock,samba rock
9627,1,godspeed you! black emperor,godspeed you! black emperor
9626,1,this is not deathcore,this is not deathcore
9625,1,crustgrind,crustgrind
9605,1,off,off
9601,1,kocham cie,kocham cie
12157,1,in my head forever,in my head forever
12168,1,drowning pool,drowning pool
12176,1,electroacoustic,electroacoustic
9589,1,bleeding through,bleeding through
9588,1,i love when i listen a7x,i love when i listen a7x
9587,1,chris daughtry,chris daughtry
9586,1,ignorance,ignorance
9585,1,craig david,craig david
9584,1,hayley,hayley
618,1,on frozen fields,on frozen fields
620,1,war metal,war metal
585,1,darktechno,darktechno
9583,1,crepusculo,crepusculo
622,1,best of the best,best of the best
12167,1,pantera - domination,pantera - domination
12164,1,right round,right round
12162,1,inna,inna
9580,1,robert pattison,robert pattison
12161,1,andreea banica,andreea banica
12160,1,fankadeli,fankadeli
9590,1,sonic syndicate,sonic syndicate
9591,1,monstrum,monstrum
12178,1,rune grammofon,rune grammofon
9595,1,disco punk,disco punk
586,1,science fiction,science fiction
587,1,darktrance,darktrance
9600,1,lovelskie indie,lovelskie indie
589,1,star trek,star trek
590,1,electrowave,electrowave
591,1,borg,borg
9599,1,you are welcome in poland,you are welcome in poland
593,1,dark electronic,dark electronic
594,1,old shit,old shit
12186,1,yarema,yarema
596,1,tech-trance,tech-trance
9598,1,disco fuckin yea,disco fuckin yea
598,1,portion control,portion control
599,1,cyber,cyber
12185,1,buriedcable,buriedcable
9596,1,miazga w hu,miazga w hu
12183,1,weblabel,weblabel
536,1,minimalista,minimalista
9631,1,explosions in the sky,explosions in the sky
9632,1,neurosis,neurosis
449,1,solar stone,solar stone
440,1,clasical,clasical
441,1,industrail rock,industrail rock
12259,1,breakaway,breakaway
443,1,new ag,new ag
12258,1,4ever,4ever
9679,1,trent reznor,trent reznor
12257,1,fuckin perfect,fuckin perfect
448,1,my favourite songs,my favourite songs
450,1,underworld,underworld
9633,1,isis,isis
451,1,sophie ellis-bextor,sophie ellis-bextor
452,1,plaid,plaid
453,1,adymus,adymus
455,1,guru josh project,guru josh project
477,1,silent intensity,silent intensity
479,1,radio romania,radio romania
9678,1,sister michael jackson,sister michael jackson
12256,1,sonny with a chance,sonny with a chance
9680,1,british invasion pop rock singer-songwriter classic rock british,british invasion pop rock singer-songwriter classic rock british
437,1,rafael bittencourt,rafael bittencourt
9681,1,oli sykes,oli sykes
12260,1,siobhan,siobhan
9694,1,80,80
9693,1,simply beautiful,simply beautiful
9691,1,featuring kanye west,featuring kanye west
9690,1,dandy,dandy
9689,1,quinsy johs,quinsy johs
9688,1,my favourite song by michael jackson,my favourite song by michael jackson
416,1,tr00,tr00
9687,1,killed,killed
9686,1,immortal,immortal
420,1,sao paulo,sao paulo
9685,1,survive,survive
9684,1,fantastic vocal,fantastic vocal
9682,1,wa,wa
12264,1,jade,jade
12263,1,mutya,mutya
12262,1,amelle,amelle
12261,1,keisha,keisha
482,1,sasha,sasha
12255,1,putinhas,putinhas
484,1,rick astley,rick astley
12238,1,full on morning,full on morning
9661,1,roger was the ---king of the road--,roger was the ---king of the road--
9660,1,red hot   love,red hot   love
9659,1,richard dixon  radio,richard dixon  radio
9658,1,christian blues,christian blues
9653,1,more crap,more crap
9652,1,richard dixon radio,richard dixon radio
9651,1,crap music--delete this song,crap music--delete this song
9650,1,itssowonderful,itssowonderful
9649,1,anja,anja
9647,1,werner-seelenbinder-halle 1989,werner-seelenbinder-halle 1989
9643,1,prog folk  romania,prog folk  romania
9637,1,rosetta,rosetta
9636,1,russian circles,russian circles
9635,1,this will destroy you,this will destroy you
529,1,contemporany,contemporany
9634,1,pelican,pelican
531,1,guitar hero,guitar hero
9662,1,alternative rock  gooood,alternative rock  gooood
9663,1,buddy left us way to soon,buddy left us way to soon
485,1,thomas newman,thomas newman
9664,1,opened a show with bo years ago---him and a bongo shaker--had a fantastic sound--fine showman--dickyd,opened a show with bo years ago---him and a bongo shaker--had a fantastic sound--fine showman--dickyd
12254,1,boom boom supersonic boom,boom boom supersonic boom
487,1,poison,poison
488,1,runner runner,runner runner
490,1,all time low,all time low
491,1,nothing personal,nothing personal
12253,1,bonustrack,bonustrack
12252,1,xxxxxtttiiinnnnaaaa,xxxxxtttiiinnnnaaaa
12251,1,putaria,putaria
12250,1,estranha,estranha
12249,1,bitchney is back,bitchney is back
12248,1,heidi,heidi
12247,1,best dance singer,best dance singer
12246,1,vicio,vicio
9673,1,similar to dam   anti-war   peace not war,similar to dam   anti-war   peace not war
9672,1,overtone singing,overtone singing
9671,1,red hot chilli peppers,red hot chilli peppers
9666,1,sick sick sick,sick sick sick
9579,1,rob pattison,rob pattison
9578,1,hoobastank,hoobastank
822,1,basque,basque
9516,1,geek rock comedy,geek rock comedy
12085,1,so gay,so gay
12084,1,depressed mode,depressed mode
9522,1,faggotari,faggotari
12077,1,songs that sexually excite me,songs that sexually excite me
12076,1,longview,longview
12075,1,thirteen senses,thirteen senses
759,1,acoustic music,acoustic music
760,1,rock in rool,rock in rool
9515,1,gay shit i love pshyeah,gay shit i love pshyeah
9510,1,my hot girls,my hot girls
764,1,post-hadcore,post-hadcore
9514,1,electro indie hip hop,electro indie hip hop
12068,1,nepali rock band,nepali rock band
9513,1,i fuck to this so its chill,i fuck to this so its chill
12065,1,marty,marty
9512,1,powerpop that makes meh fuzzy inside,powerpop that makes meh fuzzy inside
9511,1,makes meh cry my eyes out shit im sad,makes meh cry my eyes out shit im sad
12062,1,kirk hammett,kirk hammett
752,1,bree bree,bree bree
12086,1,beautifull,beautifull
12087,1,voice lust,voice lust
746,1,progressivo,progressivo
12104,1,flow like the blood on a murder scene,flow like the blood on a murder scene
12103,1,most underrated artists,most underrated artists
12102,1,street music,street music
9535,1,reminds me of a special person,reminds me of a special person
732,1,antonio vivaldi,antonio vivaldi
9534,1,kt,kt
9533,1,ashey tisdale,ashey tisdale
9532,1,lembra alguem,lembra alguem
9531,1,carnivore,carnivore
12097,1,cordovero,cordovero
12091,1,amazing pop,amazing pop
9528,1,dougie dont go into the woods,dougie dont go into the woods
9527,1,bee,bee
12089,1,power dance pop,power dance pop
12088,1,wkurw,wkurw
9526,1,how deep is your love,how deep is your love
9525,1,michael buble,michael buble
12061,1,lars ulrich,lars ulrich
12059,1,james hetfield,james hetfield
12155,1,dane cook,dane cook
9484,1,ma dream came true,ma dream came true
9493,1,limds,limds
9492,1,forever britney spears,forever britney spears
12035,1,este disco me hace sentir un orgasmo,este disco me hace sentir un orgasmo
9929,1,rules,rules
9490,1,ac dc,ac dc
9489,1,classic hard rock,classic hard rock
805,1,i think trent reznor is superior to god,i think trent reznor is superior to god
9486,1,henrylaurocks,henrylaurocks
808,1,beautifully depressing,beautifully depressing
775,1,elvis presley,elvis presley
9483,1,the probabily music of my marriage day,the probabily music of my marriage day
12023,1,essential madonna,essential madonna
12018,1,disco bullshit,disco bullshit
9932,1,jon wurster,jon wurster
813,1,songs you must hear before you die,songs you must hear before you die
12017,1,late night,late night
818,1,greatest rock anthems,greatest rock anthems
9933,1,tom scharpling,tom scharpling
9494,1,the best ever,the best ever
9495,1,very sexy,very sexy
12040,1,huapango,huapango
9497,1,jerk music,jerk music
9509,1,i love sex fires,i love sex fires
9508,1,i want you too,i want you too
9507,1,one of the thousands of things we have in common,one of the thousands of things we have in common
9506,1,ive got to breathe,ive got to breathe
9505,1,sky so big that it broke my soul,sky so big that it broke my soul
9504,1,real fucking music learn from it i love you mescudi,real fucking music learn from it i love you mescudi
12054,1,brenna maccrimmon,brenna maccrimmon
12053,1,the people united  will never be defeated,the people united  will never be defeated
12052,1,this world go crazy,this world go crazy
9503,1,this shit fucking rawks,this shit fucking rawks
9502,1,inspirational shit,inspirational shit
9501,1,french electronic,french electronic
9500,1,persian love,persian love
9499,1,electro-hop,electro-hop
9498,1,screamo crunkcore shit,screamo crunkcore shit
12046,1,bunker,bunker
12045,1,club transmediale,club transmediale
9536,1,female vocalists - brazilian,female vocalists - brazilian
725,1,vivaldi,vivaldi
12106,1,dmx,dmx
9557,1,martin,martin
9567,1,unppluged,unppluged
9566,1,and i hate that my feet are dancing so much,and i hate that my feet are dancing so much
663,1,riri,riri
9928,1,ulotne,ulotne
666,1,not myself tonight,not myself tonight
668,1,copa,copa
669,1,xtina love,xtina love
9559,1,family,family
672,1,raining men,raining men
12107,1,gansta rap,gansta rap
9556,1,anton,anton
674,1,rated r,rated r
675,1,te amo,te amo
9555,1,bollo,bollo
9554,1,arne,arne
678,1,bestrihanna,bestrihanna
679,1,gggb,gggb
680,1,favoritesong,favoritesong
660,1,woman,woman
9568,1,the stone roses,the stone roses
12143,1,lulz,lulz
656,1,jeffree star,jeffree star
12154,1,accordion,accordion
9577,1,ricky martin,ricky martin
12153,1,gay metal,gay metal
12152,1,i accidentally on justin bieber once,i accidentally on justin bieber once
12150,1,corridos,corridos
12148,1,shit only a retard would listen to,shit only a retard would listen to
644,1,tech,tech
645,1,era,era
646,1,ass,ass
647,1,00,00
9573,1,sound garden,sound garden
650,1,jlo,jlo
9572,1,backyard babies,backyard babies
652,1,rap reggae,rap reggae
12147,1,fgsfds,fgsfds
9571,1,khigh,khigh
655,1,selena gomez in the scene,selena gomez in the scene
681,1,good girl gone bad,good girl gone bad
682,1,tip pon toe,tip pon toe
9553,1,karl,karl
704,1,ackles,ackles
12119,1,j dilla changed my life,j dilla changed my life
9542,1,glory,glory
708,1,get stupid,get stupid
12117,1,eski,eski
710,1,the best of madonna,the best of madonna
12116,1,need my guns back,need my guns back
12115,1,eskibeat,eskibeat
12114,1,deutsche hip-hop,deutsche hip-hop
12113,1,deutsch rap,deutsch rap
9541,1,sunday drive time,sunday drive time
716,1,joyride,joyride
12111,1,wu fam,wu fam
9540,1,rapper,rapper
12110,1,no hoodie,no hoodie
12109,1,my favourite rappers,my favourite rappers
9537,1,pitty admiravel chip novo,pitty admiravel chip novo
12108,1,real rap,real rap
705,1,f-u-c-k me,f-u-c-k me
9543,1,german punk rock,german punk rock
12131,1,underoath,underoath
12120,1,depeche,depeche
12129,1,i can play the drums,i can play the drums
12128,1,awesome drums,awesome drums
9552,1,proll,proll
9551,1,ratzeburg,ratzeburg
9549,1,indie balladen,indie balladen
9548,1,popcore,popcore
691,1,favorite by this group,favorite by this group
692,1,melhor cantora europeia de todos os tempos,melhor cantora europeia de todos os tempos
9546,1,the blues brothers,the blues brothers
694,1,ana carolina,ana carolina
9545,1,bigband,bigband
12124,1,bone,bone
697,1,best of all,best of all
12123,1,strip,strip
699,1,trilha sonora,trilha sonora
12122,1,twitch,twitch
12121,1,meat,meat
9695,1,various,various
9698,1,songs that make me cry,songs that make me cry
12281,1,new zeland,new zeland
12499,1,celtic punk,celtic punk
115,1,french rap,french rap
9884,1,it,it
117,1,kwasa,kwasa
118,1,semba,semba
119,1,angola,angola
12521,1,smexiiness 8d,smexiiness 8d
12520,1,synthie pop,synthie pop
12518,1,summer feeling,summer feeling
12498,1,molested ken casey,molested ken casey
12488,1,figure 8,figure 8
12497,1,awesome soundtracks,awesome soundtracks
12496,1,great composers,great composers
129,1,music idol,music idol
12495,1,frickin awesome,frickin awesome
12494,1,300,300
12493,1,chris kirkpatrick is hot,chris kirkpatrick is hot
12489,1,q5,q5
135,1,german artists,german artists
114,1,luso hip hop,luso hip hop
113,1,hip hop angolano,hip hop angolano
112,1,underground hip hp,underground hip hp
9882,1,snow,snow
9869,1,diego torres,diego torres
9872,1,niche,niche
9873,1,sin bandera,sin bandera
9874,1,silvio rodriguez,silvio rodriguez
9875,1,gente,gente
9876,1,me gusta,me gusta
12533,1,prom,prom
12532,1,worst song ever,worst song ever
9877,1,nueva trova,nueva trova
12531,1,abba cover,abba cover
9878,1,juanes,juanes
100,1,hip hop under,hip hop under
101,1,raptuga,raptuga
9880,1,wonderfull,wonderfull
12528,1,crossover thrash metal,crossover thrash metal
12527,1,ndh,ndh
12526,1,neue deutsche haerte,neue deutsche haerte
136,1,bundesvision song contest 2006,bundesvision song contest 2006
12487,1,country taggradio,country taggradio
404,1,girlgroup,girlgroup
12459,1,the world is round,the world is round
12473,1,saso,saso
9815,1,puddle of mudd,puddle of mudd
171,1,my fav punk band,my fav punk band
9814,1,songs about me,songs about me
9813,1,songs to hear before you die,songs to hear before you die
12466,1,progressive synth pop,progressive synth pop
12461,1,amnesty,amnesty
12460,1,mark plati,mark plati
12458,1,teatro petrella,teatro petrella
12485,1,kane,kane
12457,1,amnesty international,amnesty international
12456,1,blogs,blogs
12455,1,buffetlibre,buffetlibre
12449,1,franz schubert,franz schubert
12448,1,french vocalist,french vocalist
12445,1,warp records,warp records
12444,1,richard d james,richard d james
12443,1,bonobo,bonobo
168,1,teen rock,teen rock
12474,1,fan,fan
9904,1,margaret,margaret
12475,1,q,q
12484,1,jewel,jewel
12483,1,hall and oates,hall and oates
9887,1,anna,anna
9896,1,honor society,honor society
12482,1,syndrom ciarek,syndrom ciarek
12481,1,one,one
146,1,jaebeom,jaebeom
12480,1,mnogo dobro,mnogo dobro
148,1,gd,gd
149,1,g-dragon,g-dragon
155,1,park jaebum,park jaebum
156,1,park jaebeom,park jaebeom
157,1,jaebum,jaebum
158,1,jaywalkers,jaywalkers
12479,1,two thirty-six,two thirty-six
12477,1,great beatles cover,great beatles cover
12476,1,thundercats tribute,thundercats tribute
9868,1,hot like mexico rejoice,hot like mexico rejoice
12541,1,johny,johny
9834,1,acoustic emo,acoustic emo
9861,1,drake,drake
12596,1,rooney,rooney
12594,1,jack's mannequin,jack's mannequin
12593,1,be your own pet,be your own pet
12592,1,head automatica,head automatica
12591,1,deadstar assembly,deadstar assembly
12590,1,the faint,the faint
9862,1,young money,young money
12589,1,jason castro,jason castro
12588,1,shiny toy guns,shiny toy guns
9840,1,bruno mars,bruno mars
12587,1,rediscover,rediscover
12586,1,ima robot,ima robot
9860,1,desi,desi
36,1,club house,club house
12585,1,kellie pickler,kellie pickler
12584,1,porcelain and the tramps,porcelain and the tramps
12582,1,bucky covington,bucky covington
12581,1,cute is what we aim for,cute is what we aim for
12597,1,nightmare of you,nightmare of you
12598,1,thursday,thursday
12599,1,sugarcult,sugarcult
12600,1,all american rejects,all american rejects
9864,1,short song,short song
9863,1,quiet  music,quiet  music
12635,1,hanoi rocks,hanoi rocks
12633,1,russian dark scene,russian dark scene
12632,1,primus,primus
12631,1,fitness rock,fitness rock
12630,1,punk cabaret,punk cabaret
12627,1,batcave deathrock,batcave deathrock
12626,1,avantgrade,avantgrade
11,1,post black metal,post black metal
12622,1,otto dix,otto dix
12619,1,funky fresh,funky fresh
12618,1,site officiel : yeffi net,site officiel : yeffi net
12617,1,all album for free,all album for free
12616,1,independant,independant
12613,1,arctic monkeys acoustic,arctic monkeys acoustic
12601,1,classic rock favorites,classic rock favorites
41,1,female vovalists,female vovalists
12580,1,my american heart,my american heart
43,1,classic 80s,classic 80s
12571,1,the spill canvas,the spill canvas
9844,1,backstreet boys-you are and will be forever my life,backstreet boys-you are and will be forever my life
12567,1,italian music,italian music
12566,1,blues metal,blues metal
12564,1,original hard rock,original hard rock
12563,1,gothic industrial,gothic industrial
12562,1,elis regina,elis regina
12561,1,explicit lyrics,explicit lyrics
12560,1,puppets,puppets
12559,1,avenue q,avenue q
77,1,ambient rock,ambient rock
12553,1,international pop,international pop
12552,1,latin diva,latin diva
12551,1,tarkan,tarkan
12550,1,kot,kot
12547,1,south pride,south pride
9843,1,maroon5,maroon5
9842,1,new kids,new kids
12568,1,festival italian music,festival italian music
9867,1,zombieland,zombieland
12579,1,teddy geiger,teddy geiger
64,1,mille plateaux,mille plateaux
12578,1,mandy moore,mandy moore
12577,1,jacks mannequin,jacks mannequin
48,1,vu-us,vu-us
12576,1,the cab,the cab
9858,1,lo-fi-folk,lo-fi-folk
51,1,clicks and cuts,clicks and cuts
9855,1,abraham son of teraj brother of najor and aram inspired music,abraham son of teraj brother of najor and aram inspired music
9852,1,craig,craig
54,1,october man recordings,october man recordings
9851,1,touch my body,touch my body
12575,1,mindless self indulgence,mindless self indulgence
57,1,clicks'n'cuts,clicks'n'cuts
58,1,halbischt,halbischt
12574,1,something corporate,something corporate
12573,1,gym class heroes,gym class heroes
12572,1,the academy is,the academy is
63,1,basses frequences,basses frequences
12442,1,global communication,global communication
12441,1,incunabula,incunabula
12440,1,lp5,lp5
12331,1,fuckin great solo,fuckin great solo
9761,1,boyz ii men,boyz ii men
12332,1,mezclas,mezclas
9759,1,eletro pop,eletro pop
332,1,atheist,atheist
9756,1,hurry up and save me,hurry up and save me
335,1,pestilence,pestilence
9754,1,bleep-bloop punk,bleep-bloop punk
342,1,idmbient,idmbient
12330,1,editors,editors
9777,1,indie pop punk,indie pop punk
12329,1,organ,organ
12327,1,vasco,vasco
12326,1,serie,serie
12325,1,tv show,tv show
12324,1,medical,medical
12323,1,ot2,ot2
12322,1,el corte ingles,el corte ingles
12321,1,the x factor 4,the x factor 4
12334,1,need to listen 100 times in a row,need to listen 100 times in a row
325,1,ft,ft
323,1,hood,hood
313,1,laiko,laiko
12356,1,elektorpop,elektorpop
295,1,greek rock,greek rock
12355,1,electric dreams,electric dreams
12354,1,autolux,autolux
12353,1,san andreasm,san andreasm
300,1,greek hip-hop,greek hip-hop
12352,1,grand theft auto san andreas,grand theft auto san andreas
12351,1,radio x,radio x
12350,1,gta san andreas,gta san andreas
12349,1,mc lord magrao,mc lord magrao
12347,1,year of the rabbit,year of the rabbit
307,1,pop folk,pop folk
12346,1,culture of chaos,culture of chaos
12345,1,back to the 90s,back to the 90s
310,1,modern folk,modern folk
12344,1,christian-rock,christian-rock
312,1,greek folk,greek folk
9753,1,everyone high-fiving everyone,everyone high-fiving everyone
9751,1,youth,youth
12317,1,pantene,pantene
9721,1,progressive pop,progressive pop
9717,1,xyuta,xyuta
9716,1,emofuck,emofuck
9710,1,phodastica,phodastica
390,1,indsutrial,indsutrial
9709,1,sandy e junior,sandy e junior
9708,1,pedro me da meu chip,pedro me da meu chip
9707,1,hip-hop latino,hip-hop latino
9705,1,best fucking song with organs that makes you want to jizz all over the place then clean it up and say rofl,best fucking song with organs that makes you want to jizz all over the place then clean it up and say rofl
9704,1,my favourite suede songs,my favourite suede songs
12286,1,kasia noswoska,kasia noswoska
397,1,alterntative rock,alterntative rock
12285,1,kasia,kasia
12284,1,nosowska,nosowska
12283,1,hey,hey
12282,1,toxicity,toxicity
9702,1,sings like liam gallagher on a good day,sings like liam gallagher on a good day
9701,1,indiepop,indiepop
9720,1,melancholic synth-pop,melancholic synth-pop
9722,1,austin drage,austin drage
12315,1,american idol 2,american idol 2
9723,1,ruth lorenzo,ruth lorenzo
12314,1,s club 7,s club 7
9743,1,robot rock,robot rock
9741,1,bonnie bennett,bonnie bennett
9740,1,katarina graham,katarina graham
9739,1,the vampire diares,the vampire diares
9735,1,pure awesomeness,pure awesomeness
365,1,pwl,pwl
9734,1,the best voice ever,the best voice ever
9733,1,heatbreaker songs,heatbreaker songs
12308,1,ot4,ot4
369,1,kylie,kylie
9917,1,i would rather beat myself to death with a hammer than listen to this,i would rather beat myself to death with a hammer than listen to this
9726,1,ambitions,ambitions
9725,1,somebody,somebody
377,1,nintendo-core,nintendo-core
9724,1,alexandra burke,alexandra burke
380,1,metal core,metal core
12357,1,this kraft works,this kraft works
9779,1,sertanejo universitario,sertanejo universitario
12439,1,cerebral,cerebral
12416,1,earnest,earnest
9905,1,happy rock sunday,happy rock sunday
220,1,fake boobs,fake boobs
221,1,the hills,the hills
222,1,people who have no talent,people who have no talent
223,1,umtalented,umtalented
224,1,bad,bad
225,1,money,money
12417,1,misra,misra
12415,1,shearwater,shearwater
289,1,hot guitar,hot guitar
12414,1,alternative folk,alternative folk
12413,1,down-tempo,down-tempo
12412,1,whisper signal,whisper signal
12411,1,posthumous,posthumous
12410,1,akron,akron
12408,1,cheetos,cheetos
9804,1,1200 mics,1200 mics
12407,1,m0sh,m0sh
217,1,untalented,untalented
12418,1,sleepy,sleepy
12419,1,umsxsw2010,umsxsw2010
9807,1,darkpsy,darkpsy
12437,1,ambient-breakbeat,ambient-breakbeat
12436,1,psy ambient,psy ambient
12435,1,808 state,808 state
12432,1,victorian industrial,victorian industrial
12431,1,ultra heavy beat,ultra heavy beat
12429,1,cool shit,cool shit
12428,1,easy going,easy going
12427,1,avant-folk,avant-folk
12426,1,have seen live,have seen live
12425,1,look into,look into
12424,1,slow core,slow core
12423,1,to discover,to discover
12422,1,coachella,coachella
12421,1,from:usa,from:usa
9808,1,raja ram,raja ram
212,1,criminal,criminal
12420,1,blues pop,blues pop
9803,1,1200 micrograms,1200 micrograms
9802,1,skazi,skazi
12405,1,saving abel,saving abel
12377,1,vox dei,vox dei
9789,1,medicine,medicine
12374,1,liliana herrero,liliana herrero
9788,1,them crooked vultures,them crooked vultures
9787,1,que te valla mal mal mal cuando me veas -glee apestoso,que te valla mal mal mal cuando me veas -glee apestoso
9786,1,road stripes,road stripes
9785,1,la lluvia xd,la lluvia xd
9784,1,omg original in u2 :o,omg original in u2 :o
9783,1,aeroelectronic punk,aeroelectronic punk
280,1,rad,rad
9782,1,apc,apc
282,1,spacy,spacy
9781,1,led zeppelin  - immigrant song,led zeppelin  - immigrant song
284,1,1st take,1st take
12369,1,ambient sound,ambient sound
12363,1,positivity,positivity
9780,1,led zeppelin - stairway to heaven,led zeppelin - stairway to heaven
288,1,beatsy,beatsy
12376,1,fito,fito
12381,1,scofield,scofield
9801,1,gms,gms
9790,1,trash electro,trash electro
12403,1,after forever,after forever
12402,1,meta,meta
12401,1,aerosmith,aerosmith
12400,1,jimi hendrix,jimi hendrix
12399,1,i will follow you into the dark,i will follow you into the dark
12398,1,the all-american rejects,the all-american rejects
12397,1,lea,lea
12396,1,rain is a good thang,rain is a good thang
9798,1,goa trance,goa trance
12394,1,joni mitchell,joni mitchell
12392,1,violeta,violeta
12391,1,nina simone,nina simone
12390,1,bersuit,bersuit
12385,1,pappo,pappo
9792,1,japaneseben,japaneseben
12382,1,refexion,refexion
9791,1,shinee ringdingdong kpop ring ding ding k-pop,shinee ringdingdong kpop ring ding ding k-pop
12016,1,metro downtempo,metro downtempo
12015,1,glitchcore,glitchcore
11578,1,iseeyou,iseeyou
1466,1,can not have the best of me,can not have the best of me
1458,1,orchestral pop,orchestral pop
1459,1,horror film music,horror film music
1460,1,theatre,theatre
1461,1,movie music,movie music
11681,1,frankfurt am main,frankfurt am main
11680,1,offenbach,offenbach
1464,1,amy macdonald,amy macdonald
