,id,name,metadata
3043,7191.0,Nemesea,alternative metal alternative rock electronic rock gothic metal symphonic metal symphonic rock female fronted metal female vocalist female vocalist gothic gothic metal gothic rock nemesea nemesea lost inside rock symphonic metal
3044,7193.0,Sonique, 00s 1 90 dance dance trance electronic female vocalist house pop trance
3045,7194.0,Aqualung, 80 acoustic rock alternative alternative rock british britpop brooke fraser gossip girl grunge idolo indie indie pop indie rock inlove jukebox project love it new wave one tree hill piano pop post punk rock singer songwriter skin soundtrack soundtrack special tbu u2
3046,7196.0,La Rue Kétanou, chanson francaise favorite folk french
3047,7197.0,Renaud,chanson country music pop music rock music alsolike best song ever chanson francaise favorite france french rock singer songwriter
3048,7198.0,Ridan, chanson francaise french singer songwriter
3049,7201.0,Lo'Jo,world music chanson french kora
3050,7203.0,Tryo,reggae excellente hymne a la vie et la nature oui fm
3051,7205.0,Jacques Higelin,chanson alsolike favorite favorite artist french
3052,7206.0,Georges Brassens,acoustic music chanson french folk music acoustic anarchist chanson francaise folk france french lefty singer songwriter songwriter
3053,7208.0,Boris Vian, french
3054,7210.0,Batlik, recos
3055,7211.0,Olivia Ruiz,nouvelle chanson chanson francaise female vocalist francais france french i love my dad taste punk qt singer songwriter
3056,7212.0,Hubert-Félix Thiéfaine, alsolike favorite french
3057,7213.0,Java, french
3058,7214.0,Téléphone, 80 chanson francaise french french rock rock
3059,7215.0,Jean-Louis Aubert,pop music rock music chanson francaise france french french rock rock rock fran ai singer songwriter
3060,7216.0,Alexis HK, french
3061,7217.0,Matmatah, cover cover oui fm
3062,7219.0,Louise Attaque,art rock folk rock french rock alternative alternative rock chanson francaise check them out french indie oui fm rock
3063,7221.0,Léo Ferré,chanson expressionist music spoken word chanson francaise french
3064,7224.0,The Brian Setzer Orchestra,jump blues rock and roll rockabilly swing revival alternative jazz neo swing retro swing rock rock n roll rockabilly swing swing revival
3065,7225.0,Tom Poisson, favorite french pop recos
3066,7227.0,Alain Bashung,chanson rock music alsolike favorite french ohmydamn oui fm rock
3067,7228.0,Boby Lapointe, alsolike favorite french
3068,7229.0,Tété, french
3069,7231.0,Laurent Voulzy,alternative rock chanson experimental music french pop music pop rock soft rock favorite french
3070,7232.0,Jean-Jacques Goldman,new wave music pop rock progressive rock
3071,7233.0,Alain Souchon,alternative rock chanson experimental music french pop music new wave music pop rock synthpop techno chanson francaise french french pop pop singer songwriter
3072,7234.0,Les Garçons Bouchers, punk punk musette
3073,7235.0,Brian Setzer,jump blues rock and roll rockabilly swing revival christmas rock n roll rockabilly song for gil
3074,7237.0,Luke, alsolike alternative chanson francaise french instrumental rock
3075,7238.0,Cali, french
3076,7239.0,Stray Cats,rock and roll rockabilly 50 50 rock revival 80 animal catchy a hell cover grave stomper guitar guitar solo number punk rock punkabilly rock rock n roll rockabilly sex
3077,7241.0,Marc Lavoine,french pop music nouvelle chanson french
3078,7242.0,Stephan Eicher, chanson francaise french pop rock singer songwriter
3079,7245.0,Sam Phillips,blues blues blues blues country music country music country music country music rock and roll rock and roll rock and roll rock and roll rockabilly rockabilly rockabilly rockabilly female vocalist gilmore girl singer songwriter
3080,7247.0,Minnie Driver, cover easy listening female vocalist folk musical singer songwriter
3081,7248.0,Joe Cocker,blues pop music rock music soul music 00s 1992 60 70 80 90 ballad blue blue rock british chillout classic rock cover cover funk male vocalist rnb rock soul the beatles
3082,7249.0,Paulo César Baruk, baruk brazilian christian gospel pop
3083,7250.0,Jack Black, pure sex singer songwriter
3084,7251.0,Komeda,independent music rock and roll check swedish
3085,7252.0,Fernanda Brum,contemporary christian music contemporary worship music adoracao brazil brazilian brazilian music fail female vocalist gospel great lyric hope jesus worship
3086,7253.0,Wax Poetic,downtempo electronica nu jazz trip hop acid jazz chill chillout downtempo jazz lounge relax trip hop vocal
3087,7256.0,Adiemus, ambient chillout choral new age relaxing music world
3088,7258.0,Ayakashi Japanese Classic Horror, anime anime soundtrack
3089,7259.0,Gil Scott-Heron,funk jazz funk jazz poetry proto rap rhythm and blues soul music berep show the love funk heron jazz lefty soul white lightning
3090,7260.0,Flogging Molly,celtic punk folk punk alternative celtic favorite folk folk punk irish irish folk punk rock irish punk punk punk rock rock seen live soundtrack
3091,7261.0,Vega, alternative alternative rock female vocalist ot2 turkish turkish rock
3092,7262.0,Duman, alternative rock rock turkish turkish rock
3093,7263.0,Cruachan, folk metal metal pagan metal
3094,7264.0,Daniel Johnston,avant pop lo fi music outsider music 90 acoustic american blue folk halloween indie folk indie pop indie rock legend lo fi lungbutter male vocalist mellow new weird america noise pop rock singer songwriter usa
3095,7265.0,Bill Hicks,black comedy black comedy black comedy observational comedy observational comedy observational comedy political satire political satire political satire anti folk bark barkbarkdisco comedy funny prophet spoken word stand up
3096,7266.0,Pete Townshend, 80 90 a floyd a god on the earth blue rock classic rock genius progressive rock rock singer songwriter the who
3097,7268.0,Alex Gaudino,electro house house music 00s 2010 club dance dj electronic electronica eletric eletronica great moment at et7 hot house let s dance love party sexxatraxxion summer summer 2010 tutz tutz
3098,7269.0,Black Cards,dance music dubstep electropop pop music rock music ska
3099,7271.0,Annie Stela, female pop singer love song piano song
3100,7272.0,Jenny Owen Youngs,alternative music indie folk indie pop american indie
3101,7273.0,Damhnait Doyle,country music folk music breathtaking
3102,7274.0,Ben Lee,indie pop indie pop indie pop alternative australian ben lee britpop coldplay guilty pleasure indie indie pop jukebox project life unexpected one tree hill seen live singer songwriter soundtrack
3103,7275.0,Carly Rae Jepsen,pop music pop
3104,7276.0,Anya Marina,alternative rock indie pop indie rock acoustic anya marina cover female vocalist folk funny lyric gossip girl indie indie pop playlist pop rockville ca singer songwriter sweet the vampire diary
3105,7277.0,Cory Lee,contemporary r b dance
3106,7278.0,Lex Land,alternative rock folk music jazz pop rock
3107,7279.0,Terra Naomi,alternative rock folk music indie folk rock music female vocalist
3108,7280.0,Toby Lightman,acoustic music
3109,7281.0,Erin McKeown,alternative rock folk music indie pop indie rock jazz dimeadozen dot org favourite folk live music archive wicked woman
3110,7283.0,Krezip,alternative rock dance rock pop punk pop rock dutch female female vocalist nederland pop pop rock relaxing rock
3111,7285.0,Rosey, indie pop melrose place
3112,7286.0,Chantal Kreviazuk,adult contemporary pop music pop rock canadian female vocalist my fav song singer songwriter wicked woman winnipeg
3113,7287.0,Charlotte Martin,alternative rock experimental music pop rock cover electronic electronica indie sxsw2006
3114,7288.0,Erin McCarley,adult album alternative female vocalist female vocalist indie pop rock rock singer songwriter the vampire diary
3115,7289.0,Bree Sharp,folk music pop music rock music favorite song guilty pleasure pop pop 90 singer songwriter
3116,7290.0,Lucie Silvas,adult contemporary music americana  music  country music pop music roots revival 4m4zinq acoustic ballad british britpop cover f4nt4stic female vocalist lucie silva pop sad singer songwriter
3117,7291.0,Elise Estrada,contemporary r b
3118,7292.0,Lene, ballad dance electronic hot pop sexy
3119,7293.0,David Vendetta,electronic dance music best mix dance deep house electro electro house electronic electronica fave song ever glorious track house progressive house vocal house
3120,7294.0,Buy Now, electronic house
3121,7296.0,Erick E, trance
3122,7297.0,Chris Lake,electronic dance music house music electro electro house progressive house trance
3123,7298.0,Axwell,electro house funky house progressive house 00s dance electro house electronic house trance
3124,7301.0,Ian Carey,electro music house music dance house
3125,7302.0,Gaelle, chillout downtempo neo soul soul underrated
3126,7306.0,Jack White & Alicia Keys, alternative rock rock sexy soundtrack
3127,7308.0,Steve Angello & Sebastian Ingrosso, tech house techno
3128,7312.0,Âme, electronica fave song ever minimal minimal techno tech house techno
3129,7315.0,Yves Larock,house music electronica house
3130,7316.0,Rank 1,trance music 90 dance fave song ever progressive trance techno trance vocal trance
3131,7317.0,Who's Who, rave
3132,7318.0,Matt Nathanson,alternative rock folk rock pop rock rock music acoustic acoustic rock alternative amazing beautiful chill easy listening favourite artist i love this song indie indie pop indie rock inlove life unexpected nice pop rock rock singer songwriter the vampire diary
3133,7319.0,Frank Turner,acoustic rock acoustic rock acoustic rock alternative country alternative country alternative country alternative rock alternative rock alternative rock folk music folk music folk music folk punk folk punk folk punk hardcore punk hardcore punk hardcore punk punk rock punk rock punk rock acoustic folk indie uk
3134,7320.0,The Holloways,indie rock british indie indie luv indie pop indie rock more play please
3135,7321.0,Howie Day,indie rock pop rock 4m4zinq acoustic alternative alternative rock country e pop mama f4nt4stic indie indie rock loved male vocalist melrose place pop pop rock remember him rock romantic singer songwriter
3136,7322.0,Cidadão Quem, rio grande do sul rock gaucho rock porto alegre
3137,7323.0,Get Cape. Wear Cape. Fly, acoustic british chill complete sentence fashionably punctuated band great voice indie indie rock just some guy riot boii singer songwriter
3138,7324.0,Empire of the Sun, 00s australian dance disco electro electronic electronica house indie indietronica melrose place new wave pop psychedelic remix samstagabend seen live sweet n fresh chillout synth pop synthpop
3139,7325.0,Elastica,alternative rock britpop 90 alternative alternative rock britpop britrock female vocalist fucking awesome i buy single for b side like this indie indie rock my favorite one two three four riot grrrl rock rocker chick tambourine wake up
3140,7326.0,Plan B, 00s british drum n bass hip hop male vocalist singer songwriter soul uk
3141,7327.0,The Black Ghosts,electro music electro music british dance electro electronic electronica great memory with my sis indie rock indietronica new rave pop synthpop twilight uk
3142,7328.0,Sugar Kane, melodic hardcore
3143,7329.0,Goldfinger, alternative rock awesome bi daha dinlicem brings back memory exactly favorite new wave pop punk punk punk rock rock ska ska punk ska revival
3144,7331.0,Suicidal Tendencies,crossover thrash crossover thrash funk metal funk metal hardcore punk hardcore punk skate punk skate punk thrash metal thrash metal crossover funk hardcore hardcore punk metal punk rock rock hard thrash metal
3145,7333.0,Transplants, alternative rock good band new album love pop rock punk punk rock
3146,7334.0,Relespública, rock seen live
3147,7336.0,Ballyhoo!,alternative rock pop rock punk rock reggae rock ska surf rock
3148,7337.0,Long Beach Dub All Stars, dub reggae ska
3149,7339.0,AbraSKAdabra,ska punk
3150,7340.0,Jay Sean, boyz 2 men david guetta desi electro pop f4nt4stic future hip hop hip hop loved male male vocalist pop pop single rnb soul sweet
3151,7341.0,Eläkeläiset, cover humppa megahumppa weird
3152,7342.0,Wall of Voodoo,alternative rock cowpunk dark wave industrial rock new wave music post punk 1981 song 1985 song 80 alternative american artist electronic fav artist new wave new wave artist new wave song post punk
3153,7343.0,Fad Gadget,industrial music new wave music post punk synthpop 1980 song 80 alternative avantgarde blitz playlist british artist dark and new wave darkwave deep clash electro industrial electroclash ingredient electronic experimental goth indie industrial mute record new romantic new wave post punk soundtrack synth synth pop synthpop synthpop artist viking quest we love the 80
3154,7344.0,Boytronic,synthpop 80 s 80 cover deep clash electro electronic electronica german my loving new wave synth pop synthpop synthpop artist
3155,7345.0,Pete Shelley,new wave music pop punk power pop punk rock 80 british electronic english excessive12inch male vocalist new wave punk
3156,7346.0,The Icicle Works,alternative rock new wave music post punk psychedelic rock 80 alternative british classic english liverpool neo psychedelia new wave post punk
3157,7347.0,Blancmange, 1984 song 80 british british artist cover electronic english excessive12inch fav artist food my favorite new romantic new wave religion synth pop synthpop synthpop artist synthpop song
3158,7348.0,Brigitte Bardot, 60 e pop mama female vocalist french pop q sexy religion
3159,7349.0,Oh Land,electronic music experimental music indie pop pop music synthpop female vocalist
3160,7350.0,Zaza Fournier, alternative variete francaise
3161,7351.0,Mademoiselle K, french oui fm
3162,7352.0,Madeleine Peyroux,jazz acoustic blue chanson female vocalist female vocal jazz jazz female vocalist singer songwriter smooth jazz vocal jazz
3163,7353.0,Eiffel, alsolike french rock
3164,7354.0,Madsen, deutschrock rock
3165,7355.0,Naast,garage rock indie pop
3166,7356.0,Limp Wrist,hardcore punk powerviolence queercore straight edge
3167,7357.0,Plasmatics,biker metal heavy metal music punk rock shock rock halloween hard rock i am going to dig up and be indecent with wendy o post punk punk rock hard
3168,7366.0,Маша и Медведи, female vocalist folk rock russian russian rock
3169,7370.0,Bugotak, ethno folk
3170,7373.0,Ёлочные Игрушки, electronica experimental idm russian
3171,7374.0,Polvo,experimental rock indie rock math rock noise rock post hardcore progressive rock alternative awesome ness experimental indie math rock noise noise rock post rock
3172,7375.0,Shellac, alternative experimental i miss you indie math rock mistagged track noise post punk rock seen live steve albini
3173,7376.0,Slint,math rock post hardcore post rock 8555 alternative grunge i miss you indie indie rock post rock
3174,7377.0,LITE, instrumental lesser known yet streamable artist math rock post rock
3175,7378.0,S.O.M.A., ambient beautiful brazilian band coisa de deus experimental instrumental instrumental rock post rock post rock sinewave
3176,7379.0,Amusement Parks on Fire,art rock experimental rock shoegazing alternative indie indie rock noise pop shoegaze shoegazer
3177,7380.0,Herod Layne, chaos experimental noise post rock post rock sinewave
3178,7382.0,Efterklang,dark wave dream pop electronic music glitch music indie folk indie rock post rock synthpop ambient art rock avant garde brain massaging device chillout coisa de deus cool downtempo dream pop dreamy electronic electronica experimental folktronica hoy tengo ganas de llorar idm indie indietronica leaf love it music for my soul pastel post rock special
3179,7383.0,Gray Strawberries, alternativo beautiful brazilian band experimental instrumental rock noise post punk post rock post rock psychedelic shoegaze sinewave
3180,7384.0,Lisabö, instrumental
3181,7386.0,Igorrr,breakcore classical music experimental music extreme metal electronic experimental
3182,7387.0,Glenn Branca,20th century classical music avant garde music experimental music minimal music no wave noise music totalism alternative avant garde avant garde experimental no wave noise pot go to 11
3183,7388.0,Scratch Acid,noise rock post hardcore post punk 80 90 alternative noise noise rock post punk post punk punk
3184,7389.0,U.D.R.,comedy rock
3185,7390.0,Vanilla Ninja,hard rock pop rock female vocalist female vocalist i actually like hyper i am in love with this song pop pop rock pop rock singalong upbeat
3186,7391.0,Zac Efron, amazing disney favorite favorite singer gay hot male male vocalist perfect pop porcaria viciante sexy soundtrack
3187,7393.0,Bianca Ryan,contemporary r b neo soul pop music
3188,7394.0,Clique Girlz,pop rock
3189,7395.0,Amy Diamond, swedish
3190,7396.0,Troy & Gabriella, amazing american dance female vocalist pop
3191,7397.0,Alyson Stoner, disney
3192,7398.0,Hairspray, broadway soundtrack
3193,7400.0,Disney Channel Circle of Stars,cover version
3194,7401.0,Connie Talbot,pop music
3195,7404.0,K's Choice,alternative rock folk rock post grunge 90 alternative alternative rock beautiful btvs dreamy drug favorite artist favourite female female vocalist funny goddess live recording other great track piano quiet relaxing rock straight up modern rock wicked woman
3196,7406.0,Fountains of Wayne,alternative rock geek rock indie pop pop punk pop rock power pop 90 alternative rock boy name favourite band fun funny handclap hyper indie new jersey pop pop rock power pop powerpop rock soon to be classic summer tambourine
3197,7407.0,Meat Puppets,alternative country alternative rock cowpunk hardcore punk progressive punk 80 hardcore alternative alternative rock hardcore punk indie rock post hardcore post punk punk song for gil
3198,7408.0,George Thorogood,blues rock boogie rock hard rock rock and roll
3199,7410.0,Link Wray,instrumental rock rock and roll rockabilly surf rock 50 60 beach music halloween instrumental rockabilly surf rock
3200,7411.0,Buffalo Springfield,country rock folk rock psychedelic rock 60 classic rock folk folk rock folk rock oldie psychedelic rock
3201,7412.0,Faun, pagan
3202,7413.0,Damh the Bard, acoustic guitar folk pagan
3203,7414.0,Omnia, acoustic acoustic guitar beautiful dreamy folk instrumental medieval neofolk new age pagan ritual music
3204,7415.0,Corvus Corax, folk medieval pagan
3205,7416.0,Gaia Consort,folk rock pagan rock psychedelic rock folk pagan
3206,7417.0,Moving Breath, pagan
3207,7418.0,Inmigrantes, alternative indie rock rock argentino
3208,7419.0,Corrosion of Conformity,hardcore punk heavy metal music sludge metal southern rock stoner rock 90 hard rock heavy metal instrumental metal rock stoner stoner metal stoner rock thrash metal
3209,7420.0,Viking Skull,hard rock heavy metal music good shit
3210,7421.0,Gama Bomb,thrash metal halloween metal speed metal thrash metal
3211,7422.0,Evile,thrash metal british heavy metal thrash metal
3212,7423.0,Down, doom metal heavy metal metal progressive metal seen live southern metal stoner stoner metal
3213,7425.0,Liam Lynch, alternative country experimental folk psychedelic quirky
3214,7426.0,Marek Grechuta,progressive rock sung poetry 60 70 folk male vocalist mellow poetry polish singer songwriter
3215,7427.0,Judy Garland, best christmas song best song of 1900 to 1950 catchy female vocalist holiday soundtrack jazz oscar winning song q sexy relaxing music soundtrack swing
3216,7428.0,Espers, folk indie
3217,7429.0,Robert Downey Jr., acoustic jazz love piano singer songwriter
3218,7430.0,Al Jolson, 20 jazz novelty
3219,7431.0,John Barrowman, jazz musical seen live
3220,7432.0,Al Bowlly,vocal music
3221,7433.0,Hugh Laurie, actor blue british piano soundtrack
3222,7435.0,Tesco Value, amazing avant garde czesiek easy listening experimental folk musical orgasm polish psychedelic
3223,7436.0,Fred Astaire, 30 best song of 1900 to 1950 happy oldie oscar winning song swing
3224,7437.0,Artie Shaw,jazz  tv series  swing music 1940s 40
3225,7438.0,Eugeniusz Bodo, 20 30 retro
3226,7439.0,Adam Mickiewicz, avant garde love musical orgasm polish psychedelic pure sex
3227,7440.0,Kay Starr,jazz traditional pop music 1950s 50 s 50 approved by goku approved by prince vegeta female vocalist fifty jazz novelty swing
3228,7442.0,Bomb the Bass,downtempo electronic music hip hop music trip hop heard on 30 jul 06 downtempo sampler radio
3229,7444.0,frYars,art rock baroque pop synthpop electronic seen live sweet to taste it
3230,7445.0,Reni Jusis, dance electronic female vocalist polish singer songwriter
3231,7446.0,Smolik, chillout downtempo mellow
3232,7447.0,Stephanie McIntosh,pop rock awesome break up great memory with my sis hyper neighbour pop rock powerpop singalong song that remind me of summer 07 08 summer song
3233,7448.0,Ana Johnsson,alternative rock modern rock female vocalist pop rock punk song that remind me of summer 07 08 soundtrack summer song
3234,7449.0,Lillix,pop punk pop rock rock music 4m4zinq canadian f4nt4stic female vocalist friendship funny i am canadian lovely pop pop rock rock soundtrack
3235,7450.0,Luka, american idol brasil brazilian female vocalist pop remix rnb singer songwriter under 2000 listener
3236,7452.0,Danni Carlos,acoustic music alternative rock blues rock acoustic alternative boring brazil brazilian brazilian music female vocalist folk pop rock
3237,7453.0,Eliana, obsessive song
3238,7454.0,Snakeskin, darkwave ebm gothic
3239,7455.0,Pettinellis, rock chileno
3240,7456.0,Detektivbyrån, atmospheric electronica experimental handclap indie instrumental swedish
3241,7457.0,Illuminate, darkwave german gothic rock
3242,7458.0,Dreams of Sanity,gothic metal progressive metal symphonic metal
3243,7461.0,Jane, krautrock progressive rock
3244,7463.0,Cadaveria,doom metal gothic metal industrial metal symphonic black metal black metal death metal female fronted metal gothic metal hardcoregutural horror metal metal
3245,7465.0,Slander Fall, ambient av hood disturb electronic exid record experimental glitch hardbass multigen spontanious techno
3246,7468.0,Gescom,abstract hip hop electronic music intelligent dance music ambient electro idm warp
3247,7469.0,Caustic Window, electronica idm techno
3248,7470.0,LFO, ambient british dance dj gold electro electronic electronica experimental idm iron jesus techno trance
3249,7472.0,Odd Nosdam,alternative hip hop ambient music dub music experimental hip hop in the chillwave family trip hop
3250,7473.0,Polygon Window, acid alsolike ambient aphex twin b side british electronic idm instrumental richard d james single techno ultimate favorite warp record
3251,7475.0,Lego Feet, triple sec
3252,7476.0,Monster Rally, in the chillwave family
3253,7479.0,Com Truise,chillwave synthwave  2000s genre  00s 10 broken clash chill witch chillwave electro electroclash electronic electronica experimental in the chillwave family in the witch house family lo fi neo electro new electro newbreed synthpop witch chill witch house witch clash
3254,7480.0,EU, downtempo dub idm russian
3255,7481.0,The Tuss, ambient electronica experimental idm minimal punk sound triple sec
3256,7484.0,Kashmir Boots, ambient analog aphex twin board of canada casino versus japan chillwave do alien dance in four four downtempo electronic electronica experimental hexagon sun idm lost integrity one on twoism twosim
3257,7485.0,GAK, idm
3258,7487.0,Slag Boom Van Loon, downtempo idm iron jesus
3259,7492.0,Soma Sonic, 1st vine lounge sensual
3260,7493.0,Luke Vibert,acid jazz acid techno drill  n  bass drum  n  bass electronica intelligent dance music jungle music trip hop acid ambient breakbeat drum and bass electro electronic electronica idm techno trip hop wonderful through headphone
3261,7494.0,Universal Indicator, acid idm iron jesus
3262,7497.0,Mike & Rich, fucked up idm iron jesus
3263,7498.0,Hell Interface, ambient electronic idm
3264,7500.0,Edward Cullen, lullaby
3265,7501.0,Beverley Knight, 0 play yet british rnb seen live soul
3266,7502.0,Chris Garneau, alternative cesar mellow piano reason to get up in the morning singer songwriter
3267,7504.0,Dave Days,comedy rock pop punk
3268,7505.0,Karen O and the Kids, bark barkbarkdisco female vocalist folk indie
3269,7506.0,Bond, clasical classical electronic instrumental pop violin
3270,7507.0,Graeme Revell, film music composer
3271,7509.0,Virgin Black,gothic doom doom metal gothic metal symphonic metal
3272,7511.0,Jesus Was Homeless, alternative rock indie rock
3273,7512.0,Faderhead,electronic body music electronic dance music synthpop dark electro ebm electro electronic futurepop german industrial synthpop
3274,7513.0,NorthBorne, ebm industrial
3275,7514.0,KLOQ, 00s brett ebm electro electro industrial electronic electropunk industrial
3276,7515.0,The Whip, dance dance punk dance punk electro electro pop electro rock electronic electronica indie neon space
3277,7516.0,Fixmer/McCarthy, 00s ebm electro industrial
3278,7517.0,Wast3, electronic friend industrial italian
3279,7518.0,Diskonnekted, ebm industrial
3280,7520.0,T. Raumschmiere,dance punk electropop schaffel techno deep clash electro electronic iron jesus minimal soundtrack
3281,7521.0,autoclav1.1, ambient breakcore electronic idm remix
3282,7522.0,Destroid,brostep drum   bass drumstep dubstep electronic rock beyond alive dark electro ebm electronic futurepop industrial
3283,7523.0,Giuliano Palma & The Bluebeaters, mod reggae rocksteady
3284,7524.0,Hepcat, rocksteady ska ska rocksteady
3285,7525.0,Paul Weller,blue eyed soul blue eyed soul blue eyed soul mod revival mod revival mod revival new wave music new wave music new wave music punk rock punk rock punk rock 1995 80 acoustic alternative british britpop cover england indie indie rock male vocalist mod post punk rock seen live singer songwriter soul summer uk
3286,7526.0,Desorden Público,reggae ska spanish language rock and roll bandas venezolanas ska rocksteady
3287,7527.0,The Slackers,ska ska ska rocksteady
3288,7528.0,Bitty McLean,lovers rock ragga reggae british british reggae lover rock reggae rocksteady
3289,7529.0,Yatu, bandas venezolanas blue pop rock singer songwriter
3290,7530.0,Café Tacuba, 1996 alternative electronic electrorock fave hecho en mexico huapango latin rock mexican my fav song new album love rock rock en espanol spanish
3291,7531.0,Adrenalina Caribe, bandas venezolanas venezuela
3292,7532.0,Los Fabulosos Cadillacs,dub music latin music  genre  reggae rock music ska alternative better than metallica latin latin rock lol melancholy rock nacional xd
3293,7533.0,Sinéad O'Connor,alternative rock folk rock pop rock 80 i like 90 alternative anja1992 charmed cover dream pop female female vocalist folk irish irish singer mellow rock rock n roll sad song diana sang on x factor traditional wicked woman world
3294,7534.0,Los Cafres, dub
3295,7535.0,Sentimiento Muerto, bandas venezolanas post punk punk
3296,7536.0,La Vida Bohème,dance punk indie rock post punk revival synth rock bandas venezolanas indie new wave post punk punk venezuela
3297,7537.0,The Hotknives, british ska
3298,7538.0,Alpha Boy School, reggae ska
3299,7539.0,Vic Ruggiero, blue singer songwriter ska
3300,7541.0,Flavio Mandinga Project, new wave punk singer songwriter ska
3301,7542.0,Alphonso S'Entrega, new wave reggae ska
3302,7543.0,Wahala, bandas venezolanas reggae ska
3303,7544.0,Max Tannone,experimental music hip hop mashup  music  remix
3304,7545.0,Los Rodríguez, calamaro latin rock rock rock en espanol rock nacional spanish tinosoft
3305,7546.0,La Misma Gente, bandas venezolanas blue rock singer songwriter venezuela
3306,7547.0,Los Paranoias, bandas venezolanas
3307,7548.0,The English Beat, 80 new wave ska two tone
3308,7549.0,Luz Verde, bandas venezolanas venezuela
3309,7550.0,Ulises Hadjis,latin rock pop music bandas venezolanas singer songwriter
3310,7551.0,Fidel Nadal,dancehall hardcore punk punk rock ragga reggae dub
3311,7552.0,Octavio Suñé, bandas venezolanas singer songwriter
3312,7554.0,The Dualers,reggae ska reggae rocksteady ska rocksteady soul
3313,7555.0,Dermis Tatú, bandas venezolanas
3314,7556.0,Femi Kuti,afrobeat jazz 2008 afrobeat ethnic
3315,7557.0,Tony Allen, african afrobeat funk jazz
3316,7558.0,Salif Keita, african ethnic world
3317,7559.0,Manu Dibango,afrobeat afrofunk jazz makossa soukous jazz makossa
3318,7560.0,Hugh Masekela,afropop jazz mbaqanga berep show the love black music jazz
3319,7561.0,Orchestra Baobab,afro cuban jazz mande music son cubano wolof music 70 80 africa african check ethnic jazz world world music
3320,7562.0,King Sunny Ade, 70 80 africa african afrobeat juju music world music
3321,7564.0,Keji Hamilton & the Exousia Band, afrobeat
3322,7565.0,Baaba Maal,worldbeat yela music african ethnic sufi world music
3323,7566.0,Mahmoud Ahmed, ethiopian groove
3324,7569.0,Boubacar Traoré, berep show the love world
3325,7570.0,Orlando Julius,afro soul afrobeat highlife africa african
3326,7571.0,Chicago Afrobeat Project, afrobeat
3327,7574.0,The Daktaris, funk
3328,7575.0,Africando, salsa
3329,7576.0,Chief Stephen Osita Osadebe,igbo highlife
3330,7577.0,Mulatu Astatke,music of ethiopia african do smp jazz jazz africa multicultural multikulti world
3331,7578.0,Rokia Traoré,afro beat electroacoustic music folk music world music african diva female vocalist mali west africa west african
3332,7579.0,Ofo The Black Company, african funk
3333,7580.0,Nomo, funk jazz
3334,7581.0,Ali Farka Touré,blues folk music music of mali african blue blue ethnic folk
3335,7582.0,Ali Farka Touré & Toumani Diabaté, arkadi blue blue eclectic ethnic folk guitar mali syncretic west africa west african world
3336,7583.0,Geraldo Pino, 60 70 africa african funk soul world
3337,7584.0,Oneness of Juju, funk jazz
3338,7585.0,Dele Sosimi,afrobeat
3339,7586.0,Youssou N'Dour, 00s africa african afrobeat ethnic folk mbalax pop world world music
3340,7587.0,Angélique Kidjo, afrobeat chillout female vocalist vudu world world music
3341,7588.0,Awa-Klash, africa african funk world world music
3342,7590.0,Osibisa,afro rock 70 rb setenta setentas seventy
3343,7591.0,Oscar Sulley & the Uhuru Dance Band, african funk
3344,7592.0,Toto Bona Lokua, jazz africa multiculti world
3345,7594.0,Majek Fashek,reggae roots reggae africa african reggae world music
3346,7596.0,Mory Kanté,world music 80 africa african dance electronic pop world world music
3347,7597.0,William Onyeabor,afrobeat electro funk funk psychedelic funk
3348,7598.0,Konono Nº1,afro pop music
3349,7602.0,2Face Idibia, african
3350,7603.0,The Budos Band,afro soul afrobeat funk jazz psychedelic rock soul music funk fusion groovy instrumental jazz soul
3351,7604.0,Schelmish,medieval metal folk goffpop medieval
3352,7611.0,AySel & Arash, party
3353,7612.0,Allegro, party
3354,7613.0,이수영(여), ballad k pop korean kpop
3355,7615.0,MC Sniper,hip hop music hip hop hip hop k pop k rap korean
3356,7616.0,李玟, chinese dance female vocalist hk pop latin rnb
3357,7618.0,Macaco, male seen live
3358,7619.0,Rain, progressive rock
3359,7620.0,비, guy i would fuck hot k pop korean kpop male vocalist please let me lick you pop rnb sexy song that sexually excite me
3360,7623.0,Jarabe de Palo,spanish rock latin latin rock male rock spanish
3361,7625.0,The Presidents of the United States of America, 1995 1996 90 alternative alternative rock american bruno like this song classic guilty pleasure indie indie rock punk red hot chilli pepper rock song for gil straight up modern rock to download totalmente foda weird al original
3362,7626.0,Mina, 60 bossa nova female vocalist italian jazz mina love mpb politeconomist realife soundtrack pop pop latino
3363,7627.0,Celtas Cortos, ballad celtic pop rock spanish
3364,7633.0,Naomi Yohani, c pop female vocalist
3365,7634.0,CKY, alternative alternative rock hard rock love it metal rock
3366,7635.0,Spiderbait,alternative rock electronica hard rock hardcore punk post grunge punk rock aussie australian rock
3367,7636.0,Bullets and Octane,hard rock punk rock southern metal hard rock rock
3368,7637.0,Биопсихоз, alternative industrial metal russian russian alternative
3369,7638.0,The Real McKenzies,celtic punk celtic folk punk punk punk rock
3370,7639.0,Mudvayne,alternative metal hard rock heavy metal music nu metal progressive metal progressive rock 00s alternative alternative metal american favorite groove metal hard rock hardcore indie math metal metal metalcore mudvayne nu metal nu metal rock thrash metal
3371,7640.0,Blind Passengers, industrial synthpop
3372,7641.0,Thom Hell, norwegian singer songwriter
